user_id,registered_at,acquisition_channel,age_group,city_tier,risk_profile,initial_cash_balance,marketing_consent
3762,2024-03-11 00:00:00,paid_search,26-35,T1,cautious,25768.15,1
3763,2024-03-23 00:00:00,paid_search,46-55,T1,cautious,76835.44,1
3764,2024-04-15 00:00:00,referral,26-35,T3+,aggressive,13196.61,0
3765,2024-11-16 00:00:00,paid_search,26-35,T3+,cautious,9559.87,1
3766,2024-09-26 00:00:00,bank_partner,18-25,T1,balanced,8251.7,1
3767,2024-07-27 00:00:00,referral,26-35,T2,aggressive,7358.36,0
3768,2024-07-25 00:00:00,social,26-35,T3+,balanced,3065.25,1
3769,2024-04-06 00:00:00,paid_search,26-35,T1,cautious,4588.37,1
3770,2024-10-21 00:00:00,paid_search,18-25,T2,balanced,5195.71,0
3771,2024-02-10 00:00:00,bank_partner,36-45,T1,cautious,62475.94,1
3772,2024-08-01 00:00:00,paid_search,26-35,T2,balanced,9107.15,0
3773,2024-08-18 00:00:00,paid_search,36-45,T3+,balanced,2887.54,0
3774,2024-03-01 00:00:00,organic,26-35,T1,balanced,5088.25,1
3775,2024-01-13 00:00:00,organic,36-45,T1,cautious,26078.49,1
3776,2024-09-05 00:00:00,referral,46-55,T1,aggressive,5704.9,1
3777,2024-05-28 00:00:00,organic,46-55,T1,balanced,2414.57,1
3778,2024-03-15 00:00:00,bank_partner,36-45,T3+,cautious,40763.89,1
3779,2024-10-30 00:00:00,organic,18-25,T2,cautious,2404.86,0
3780,2024-02-06 00:00:00,paid_search,26-35,T2,balanced,6103.47,1
3781,2024-01-18 00:00:00,referral,26-35,T2,balanced,16256.65,1
3782,2024-10-20 00:00:00,paid_search,26-35,T1,balanced,6916.08,1
3783,2024-01-02 00:00:00,referral,36-45,T1,cautious,5684.35,1
3784,2024-02-23 00:00:00,organic,46-55,T1,aggressive,15776.09,1
3785,2024-07-12 00:00:00,organic,18-25,T2,aggressive,4257.99,0
3786,2024-02-09 00:00:00,bank_partner,36-45,T2,balanced,112175.36,1
3787,2024-08-20 00:00:00,referral,18-25,T3+,balanced,2458.36,1
3788,2024-09-24 00:00:00,referral,46-55,T1,cautious,50018.79,1
3789,2024-12-28 00:00:00,referral,46-55,T1,balanced,49259.42,1
3790,2024-06-15 00:00:00,social,36-45,T2,cautious,12758.87,1
3791,2024-04-08 00:00:00,social,18-25,T2,aggressive,500.0,0
3792,2024-07-06 00:00:00,referral,36-45,T3+,balanced,49332.34,1
3793,2024-11-12 00:00:00,referral,36-45,T1,balanced,65839.25,1
3794,2024-04-05 00:00:00,paid_search,36-45,T3+,aggressive,2005.83,1
3795,2024-09-23 00:00:00,paid_search,18-25,T2,cautious,3897.88,1
3796,2024-07-06 00:00:00,paid_search,18-25,T1,aggressive,6767.55,1
3797,2024-03-29 00:00:00,organic,26-35,T2,balanced,17367.24,0
3798,2024-05-23 00:00:00,referral,56+,T1,balanced,7986.06,0
3799,2024-07-24 00:00:00,social,18-25,T1,cautious,4745.32,1
3800,2024-02-02 00:00:00,referral,26-35,T1,balanced,34302.12,1
3801,2024-07-05 00:00:00,organic,36-45,T3+,balanced,6697.44,1
3802,2024-04-14 00:00:00,organic,46-55,T3+,balanced,22039.05,1
3803,2024-01-23 00:00:00,paid_search,56+,T1,cautious,55524.83,1
3804,2024-10-05 00:00:00,social,18-25,T2,cautious,500.0,0
3805,2024-12-15 00:00:00,bank_partner,46-55,T2,balanced,8629.65,1
3806,2024-01-15 00:00:00,referral,26-35,T3+,cautious,1930.86,1
3807,2024-03-05 00:00:00,referral,36-45,T2,aggressive,8471.93,0
3808,2024-07-09 00:00:00,social,26-35,T2,aggressive,6011.89,1
3809,2024-11-29 00:00:00,organic,18-25,T2,balanced,9304.16,1
3810,2024-04-20 00:00:00,bank_partner,26-35,T2,cautious,75409.2,1
3811,2024-12-20 00:00:00,organic,26-35,T2,cautious,2134.75,1
3812,2024-03-07 00:00:00,social,18-25,T3+,balanced,758.2,1
3813,2024-08-24 00:00:00,organic,36-45,T2,balanced,39841.57,1
3814,2024-08-10 00:00:00,referral,36-45,T3+,cautious,2558.06,1
3815,2024-10-22 00:00:00,bank_partner,36-45,T2,aggressive,12948.42,1
3816,2024-08-14 00:00:00,paid_search,18-25,T3+,cautious,8410.65,1
3817,2024-12-08 00:00:00,bank_partner,36-45,T2,aggressive,1890.75,1
3818,2024-01-07 00:00:00,paid_search,26-35,T3+,balanced,32511.6,0
3819,2024-04-29 00:00:00,organic,18-25,T2,cautious,7962.11,1
3820,2024-09-20 00:00:00,organic,36-45,T2,balanced,2250.66,0
3821,2024-04-05 00:00:00,social,36-45,T2,balanced,16341.4,0
3822,2024-04-07 00:00:00,referral,26-35,T1,cautious,11392.7,1
3823,2024-04-26 00:00:00,organic,26-35,T2,aggressive,4654.06,1
3824,2024-03-22 00:00:00,bank_partner,26-35,T1,aggressive,84308.68,1
3825,2024-08-12 00:00:00,organic,26-35,T1,aggressive,17415.86,0
3826,2024-03-26 00:00:00,bank_partner,26-35,T3+,balanced,7689.04,1
3827,2024-02-24 00:00:00,bank_partner,36-45,T2,balanced,1889.8,1
3828,2024-12-09 00:00:00,organic,56+,T2,balanced,26333.04,1
3829,2024-10-09 00:00:00,bank_partner,36-45,T3+,balanced,38713.26,0
3830,2024-01-18 00:00:00,paid_search,46-55,T3+,balanced,10297.29,1
3831,2024-11-06 00:00:00,paid_search,26-35,T3+,cautious,13398.32,0
3832,2024-05-27 00:00:00,social,26-35,T3+,cautious,5726.9,1
3833,2024-03-10 00:00:00,paid_search,36-45,T3+,balanced,14257.18,1
3834,2024-03-24 00:00:00,referral,26-35,T3+,balanced,8277.24,1
3835,2024-05-24 00:00:00,social,26-35,T3+,cautious,5033.73,1
3836,2024-05-12 00:00:00,organic,26-35,T2,aggressive,6308.8,0
3837,2024-10-15 00:00:00,bank_partner,56+,T2,balanced,14975.8,1
3838,2024-01-15 00:00:00,referral,26-35,T3+,balanced,2062.13,1
3839,2024-10-25 00:00:00,paid_search,26-35,T3+,cautious,2644.25,1
3840,2024-05-29 00:00:00,bank_partner,36-45,T3+,balanced,16946.51,1
3841,2024-03-15 00:00:00,organic,18-25,T3+,balanced,5422.05,1
3842,2024-11-30 00:00:00,organic,46-55,T1,cautious,9608.1,1
3843,2024-04-28 00:00:00,organic,36-45,T2,cautious,6322.77,1
3844,2024-09-20 00:00:00,referral,36-45,T1,balanced,2541.81,1
3845,2024-07-31 00:00:00,referral,26-35,T1,balanced,3917.21,1
3846,2024-05-27 00:00:00,paid_search,26-35,T1,aggressive,35713.67,1
3847,2024-12-20 00:00:00,paid_search,36-45,T1,balanced,13490.0,1
3848,2024-04-04 00:00:00,organic,46-55,T1,cautious,5111.82,1
3849,2024-01-31 00:00:00,referral,36-45,T2,aggressive,15977.65,1
3850,2024-08-07 00:00:00,organic,18-25,T1,balanced,4116.15,1
3851,2024-07-20 00:00:00,referral,36-45,T3+,balanced,11397.43,1
3852,2024-05-27 00:00:00,social,46-55,T1,aggressive,72275.68,1
3853,2024-08-16 00:00:00,bank_partner,18-25,T2,balanced,4782.7,0
3854,2024-09-16 00:00:00,referral,18-25,T2,cautious,2236.2,0
3855,2024-11-08 00:00:00,referral,18-25,T3+,cautious,24081.56,1
3856,2024-02-08 00:00:00,bank_partner,26-35,T3+,aggressive,6642.34,0
3857,2024-11-09 00:00:00,referral,26-35,T2,cautious,26243.53,0
3858,2024-05-16 00:00:00,social,26-35,T1,balanced,9160.96,0
3859,2024-02-08 00:00:00,paid_search,46-55,T1,balanced,7718.67,0
3860,2024-11-28 00:00:00,bank_partner,18-25,T2,aggressive,26295.39,1
3861,2024-06-01 00:00:00,referral,46-55,T3+,cautious,11425.95,1
3862,2024-01-20 00:00:00,paid_search,18-25,T2,cautious,1230.55,1
3863,2024-11-17 00:00:00,organic,36-45,T1,balanced,23668.03,1
3864,2024-09-18 00:00:00,social,56+,T1,cautious,7530.48,1
3865,2024-01-03 00:00:00,bank_partner,36-45,T2,cautious,23683.48,0
3866,2024-11-06 00:00:00,paid_search,46-55,T3+,balanced,61283.12,1
3867,2024-09-07 00:00:00,organic,36-45,T1,balanced,3630.4,1
3868,2024-11-22 00:00:00,organic,46-55,T2,cautious,14314.49,1
3869,2024-05-09 00:00:00,referral,26-35,T2,aggressive,15255.29,1
3870,2024-11-25 00:00:00,paid_search,18-25,T2,cautious,9252.28,1
3871,2024-05-30 00:00:00,referral,56+,T1,aggressive,6579.45,0
3872,2024-03-16 00:00:00,organic,36-45,T1,cautious,70299.17,1
3873,2024-05-02 00:00:00,organic,46-55,T3+,balanced,39891.94,1
3874,2024-12-02 00:00:00,paid_search,18-25,T2,balanced,6737.51,1
3875,2024-12-04 00:00:00,paid_search,18-25,T1,cautious,2759.13,1
3876,2024-03-01 00:00:00,organic,46-55,T3+,cautious,18414.17,1
3877,2024-10-15 00:00:00,organic,36-45,T2,balanced,23260.3,0
3878,2024-07-11 00:00:00,social,26-35,T1,balanced,7600.39,0
3879,2024-07-16 00:00:00,organic,36-45,T3+,cautious,6360.82,1
3880,2024-12-16 00:00:00,organic,26-35,T1,aggressive,17114.46,1
3881,2024-09-13 00:00:00,social,36-45,T1,balanced,14897.47,0
3882,2024-09-06 00:00:00,paid_search,46-55,T2,aggressive,14060.91,1
3883,2024-02-20 00:00:00,social,18-25,T3+,cautious,2167.81,1
3884,2024-02-24 00:00:00,bank_partner,56+,T3+,aggressive,12913.05,1
3885,2024-05-14 00:00:00,organic,18-25,T1,cautious,3198.11,1
3886,2024-12-05 00:00:00,social,26-35,T1,balanced,50736.24,1
3887,2024-09-28 00:00:00,bank_partner,26-35,T3+,cautious,74956.87,1
3888,2024-10-29 00:00:00,paid_search,36-45,T2,balanced,19742.54,1
3889,2024-06-26 00:00:00,referral,18-25,T3+,cautious,1827.05,1
3890,2024-04-22 00:00:00,social,18-25,T1,cautious,5509.1,1
3891,2024-05-24 00:00:00,referral,26-35,T1,cautious,30064.86,0
3892,2024-12-11 00:00:00,paid_search,26-35,T1,balanced,16467.58,1
3893,2024-04-10 00:00:00,organic,36-45,T2,cautious,17145.27,1
3894,2024-02-18 00:00:00,paid_search,26-35,T3+,balanced,1987.19,1
3895,2024-11-09 00:00:00,bank_partner,46-55,T3+,cautious,12641.71,1
3896,2024-12-03 00:00:00,social,26-35,T1,aggressive,6236.34,1
3897,2024-04-01 00:00:00,paid_search,26-35,T1,cautious,1574.61,1
3898,2024-04-01 00:00:00,referral,36-45,T3+,balanced,31276.22,1
3899,2024-07-28 00:00:00,referral,46-55,T1,cautious,15772.36,1
3900,2024-07-07 00:00:00,social,36-45,T2,balanced,4689.68,1
3901,2024-05-14 00:00:00,referral,26-35,T2,cautious,32861.48,0
3902,2024-02-04 00:00:00,paid_search,36-45,T3+,balanced,10803.11,1
3903,2024-09-26 00:00:00,organic,26-35,T1,balanced,5714.2,0
3904,2024-11-25 00:00:00,organic,26-35,T1,balanced,6912.32,0
3905,2024-07-01 00:00:00,social,36-45,T2,cautious,14934.53,0
3906,2024-01-29 00:00:00,social,36-45,T3+,cautious,8182.95,1
3907,2024-05-23 00:00:00,bank_partner,18-25,T3+,balanced,1742.48,0
3908,2024-01-24 00:00:00,bank_partner,26-35,T2,balanced,6309.04,1
3909,2024-03-04 00:00:00,organic,46-55,T1,aggressive,9882.43,1
3910,2024-12-23 00:00:00,organic,26-35,T2,aggressive,12122.11,1
3911,2024-04-25 00:00:00,paid_search,36-45,T3+,cautious,104337.32,1
3912,2024-10-06 00:00:00,social,46-55,T3+,balanced,13255.73,1
3913,2024-11-22 00:00:00,referral,26-35,T3+,cautious,8540.45,1
3914,2024-01-31 00:00:00,bank_partner,26-35,T3+,cautious,6452.9,1
3915,2024-10-30 00:00:00,bank_partner,26-35,T3+,balanced,9309.12,1
3916,2024-05-26 00:00:00,referral,26-35,T1,balanced,1511.72,1
3917,2024-12-01 00:00:00,social,36-45,T2,aggressive,14635.67,0
3918,2024-12-14 00:00:00,referral,26-35,T3+,balanced,15237.14,1
3919,2024-08-04 00:00:00,referral,36-45,T1,cautious,26646.63,1
3920,2024-05-08 00:00:00,referral,36-45,T3+,balanced,3467.49,1
3921,2024-04-19 00:00:00,bank_partner,26-35,T3+,aggressive,4307.56,1
3922,2024-07-22 00:00:00,organic,26-35,T2,balanced,3827.66,0
3923,2024-07-26 00:00:00,paid_search,56+,T2,balanced,11087.11,0
3924,2024-12-07 00:00:00,organic,26-35,T2,cautious,4723.07,0
3925,2024-02-08 00:00:00,organic,36-45,T3+,cautious,5337.6,0
3926,2024-06-06 00:00:00,organic,36-45,T2,aggressive,2077.46,1
3927,2024-01-08 00:00:00,bank_partner,36-45,T2,aggressive,1863.48,0
3928,2024-06-26 00:00:00,bank_partner,18-25,T3+,balanced,1081.63,1
3929,2024-12-20 00:00:00,organic,26-35,T2,cautious,8200.31,0
3930,2024-10-11 00:00:00,referral,36-45,T3+,balanced,3039.56,1
3931,2024-02-08 00:00:00,social,56+,T2,aggressive,12384.53,1
3932,2024-12-03 00:00:00,social,36-45,T2,cautious,6585.72,1
3933,2024-11-21 00:00:00,referral,26-35,T3+,cautious,4270.09,1
3934,2024-10-31 00:00:00,social,56+,T1,cautious,207458.34,1
3935,2024-05-28 00:00:00,referral,36-45,T1,balanced,2026.72,1
3936,2024-05-19 00:00:00,paid_search,26-35,T1,balanced,4006.59,1
3937,2024-01-18 00:00:00,paid_search,36-45,T3+,balanced,3975.52,0
3938,2024-08-15 00:00:00,bank_partner,56+,T2,cautious,10265.23,1
3939,2024-08-28 00:00:00,paid_search,56+,T2,balanced,86331.62,0
3940,2024-03-30 00:00:00,paid_search,46-55,T3+,cautious,12907.58,0
3941,2024-07-25 00:00:00,paid_search,26-35,T2,cautious,11655.37,1
3942,2024-11-23 00:00:00,organic,36-45,T3+,cautious,2950.6,1
3943,2024-11-12 00:00:00,social,26-35,T2,cautious,14717.86,0
3944,2024-08-10 00:00:00,paid_search,46-55,T2,aggressive,12592.19,0
3945,2024-11-14 00:00:00,bank_partner,56+,T3+,balanced,14241.68,1
3946,2024-05-22 00:00:00,social,26-35,T3+,cautious,4024.51,1
3947,2024-06-11 00:00:00,social,18-25,T3+,aggressive,29775.53,0
3948,2024-10-14 00:00:00,paid_search,26-35,T1,aggressive,50878.59,0
3949,2024-10-30 00:00:00,referral,18-25,T2,balanced,4242.13,1
3950,2024-06-29 00:00:00,paid_search,26-35,T1,cautious,5850.85,0
3951,2024-09-07 00:00:00,paid_search,36-45,T2,aggressive,4681.22,1
3952,2024-06-30 00:00:00,paid_search,46-55,T3+,balanced,20591.33,1
3953,2024-12-03 00:00:00,referral,26-35,T1,aggressive,24162.21,1
3954,2024-06-03 00:00:00,referral,26-35,T2,balanced,11195.25,1
3955,2024-12-20 00:00:00,social,26-35,T2,cautious,37782.8,0
3956,2024-11-12 00:00:00,bank_partner,46-55,T1,balanced,13059.59,1
3957,2024-03-29 00:00:00,referral,18-25,T1,balanced,2627.25,0
3958,2024-02-26 00:00:00,paid_search,36-45,T1,balanced,27407.09,1
3959,2024-11-09 00:00:00,organic,18-25,T1,aggressive,2429.3,1
3960,2024-03-22 00:00:00,paid_search,46-55,T1,cautious,14881.2,1
3961,2024-04-28 00:00:00,paid_search,36-45,T2,aggressive,28436.5,0
3962,2024-11-05 00:00:00,organic,36-45,T1,cautious,12482.1,1
3963,2024-12-03 00:00:00,referral,26-35,T1,balanced,2692.25,1
3964,2024-10-19 00:00:00,social,36-45,T1,cautious,5056.09,0
3965,2024-02-25 00:00:00,referral,46-55,T2,cautious,5426.91,1
3966,2024-09-26 00:00:00,organic,36-45,T2,balanced,12018.68,1
3967,2024-12-26 00:00:00,bank_partner,56+,T3+,aggressive,19541.24,1
3968,2024-02-17 00:00:00,organic,46-55,T1,balanced,37835.95,1
3969,2024-04-01 00:00:00,paid_search,26-35,T3+,cautious,4800.7,1
3970,2024-02-26 00:00:00,paid_search,36-45,T1,balanced,5318.7,1
3971,2024-12-13 00:00:00,social,36-45,T1,cautious,5239.76,0
3972,2024-04-01 00:00:00,social,36-45,T1,cautious,11089.42,0
3973,2024-10-31 00:00:00,paid_search,46-55,T3+,balanced,6694.95,1
3974,2024-02-23 00:00:00,social,36-45,T3+,cautious,2577.98,0
3975,2024-05-05 00:00:00,social,36-45,T1,aggressive,12624.95,0
3976,2024-09-21 00:00:00,organic,46-55,T3+,balanced,21580.03,1
3977,2024-02-25 00:00:00,referral,26-35,T1,aggressive,4204.61,1
3978,2024-06-24 00:00:00,paid_search,26-35,T1,cautious,5992.94,1
3979,2024-10-06 00:00:00,social,26-35,T3+,balanced,56630.53,0
3980,2024-09-28 00:00:00,organic,46-55,T1,aggressive,69246.0,1
3981,2024-03-28 00:00:00,referral,46-55,T3+,cautious,9853.67,1
3982,2024-06-05 00:00:00,referral,36-45,T1,cautious,300604.32,0
3983,2024-03-18 00:00:00,organic,18-25,T2,balanced,3346.72,1
3984,2024-05-11 00:00:00,social,26-35,T2,balanced,132986.95,1
3985,2024-01-28 00:00:00,referral,26-35,T3+,cautious,24780.1,1
3986,2024-08-12 00:00:00,organic,26-35,T1,cautious,44728.69,1
3987,2024-08-13 00:00:00,organic,18-25,T2,balanced,4740.45,1
3988,2024-02-11 00:00:00,organic,56+,T2,aggressive,69229.62,1
3989,2024-07-19 00:00:00,paid_search,36-45,T3+,cautious,8712.11,0
3990,2024-05-03 00:00:00,organic,26-35,T2,cautious,10017.55,1
3991,2024-08-16 00:00:00,bank_partner,18-25,T1,cautious,4048.02,1
3992,2024-09-11 00:00:00,paid_search,46-55,T2,balanced,8750.17,0
3993,2024-11-22 00:00:00,organic,26-35,T1,cautious,12059.42,1
3994,2024-03-11 00:00:00,referral,26-35,T1,aggressive,6841.39,1
3995,2024-11-23 00:00:00,organic,56+,T1,aggressive,10192.57,0
3996,2024-02-25 00:00:00,organic,46-55,T3+,balanced,4356.62,0
3997,2024-06-12 00:00:00,paid_search,18-25,T3+,cautious,500.0,1
3998,2024-08-18 00:00:00,social,18-25,T3+,balanced,19442.88,1
3999,2024-08-09 00:00:00,organic,26-35,T3+,balanced,11019.92,1
4000,2024-04-04 00:00:00,organic,36-45,T3+,aggressive,58209.57,1
4001,2024-01-02 00:00:00,bank_partner,18-25,T2,balanced,10683.58,0
4002,2024-02-19 00:00:00,organic,46-55,T2,cautious,4269.41,0
4003,2024-06-04 00:00:00,referral,46-55,T1,balanced,7576.87,1
4004,2024-06-16 00:00:00,referral,36-45,T2,cautious,72900.32,1
4005,2024-08-17 00:00:00,organic,26-35,T2,balanced,13482.08,0
4006,2024-11-06 00:00:00,bank_partner,36-45,T1,aggressive,2897.36,1
4007,2024-11-28 00:00:00,organic,36-45,T3+,aggressive,1995.16,1
4008,2024-03-24 00:00:00,social,56+,T2,cautious,21421.94,1
4009,2024-09-01 00:00:00,bank_partner,46-55,T1,balanced,6558.04,1
4010,2024-02-06 00:00:00,social,46-55,T3+,balanced,29129.15,1
4011,2024-10-25 00:00:00,paid_search,18-25,T2,balanced,1800.88,1
4012,2024-02-17 00:00:00,referral,36-45,T3+,aggressive,12829.66,1
4013,2024-06-22 00:00:00,organic,46-55,T1,aggressive,71751.76,1
4014,2024-02-04 00:00:00,paid_search,26-35,T1,cautious,5009.77,1
4015,2024-10-18 00:00:00,social,36-45,T3+,cautious,4674.77,1
4016,2024-01-14 00:00:00,social,36-45,T3+,aggressive,38100.81,1
4017,2024-03-01 00:00:00,bank_partner,46-55,T1,balanced,7517.92,0
4018,2024-10-08 00:00:00,social,26-35,T2,cautious,5022.06,1
4019,2024-03-02 00:00:00,paid_search,26-35,T2,balanced,3035.38,0
4020,2024-11-29 00:00:00,organic,26-35,T3+,balanced,3271.87,1
4021,2024-10-13 00:00:00,social,18-25,T1,cautious,4436.33,1
4022,2024-10-10 00:00:00,bank_partner,18-25,T2,aggressive,4572.71,1
4023,2024-10-06 00:00:00,organic,36-45,T1,aggressive,5214.37,0
4024,2024-02-06 00:00:00,referral,26-35,T2,balanced,21893.79,1
4025,2024-05-01 00:00:00,referral,46-55,T3+,aggressive,63502.72,1
4026,2024-09-28 00:00:00,organic,18-25,T3+,balanced,49811.41,1
4027,2024-09-17 00:00:00,organic,46-55,T3+,balanced,8355.52,1
4028,2024-06-12 00:00:00,organic,36-45,T2,aggressive,13093.01,1
4029,2024-11-13 00:00:00,referral,18-25,T1,balanced,18081.98,1
4030,2024-08-28 00:00:00,bank_partner,36-45,T3+,balanced,12628.42,1
4031,2024-08-14 00:00:00,social,18-25,T2,balanced,3651.65,1
4032,2024-04-10 00:00:00,organic,26-35,T2,cautious,8339.99,1
4033,2024-03-21 00:00:00,paid_search,26-35,T2,cautious,19074.39,1
4034,2024-06-15 00:00:00,organic,56+,T2,cautious,14354.03,1
4035,2024-05-12 00:00:00,referral,46-55,T1,cautious,3850.8,1
4036,2024-07-14 00:00:00,organic,36-45,T3+,balanced,29703.55,0
4037,2024-03-09 00:00:00,organic,36-45,T2,cautious,12532.5,1
4038,2024-10-17 00:00:00,organic,36-45,T2,cautious,55951.33,1
4039,2024-05-23 00:00:00,bank_partner,36-45,T3+,cautious,2386.71,0
4040,2024-09-19 00:00:00,social,26-35,T3+,aggressive,3000.86,1
4041,2024-09-09 00:00:00,organic,26-35,T1,balanced,24759.98,1
4042,2024-10-03 00:00:00,organic,18-25,T3+,balanced,12364.28,1
4043,2024-01-05 00:00:00,paid_search,26-35,T2,balanced,2335.01,1
4044,2024-06-15 00:00:00,organic,26-35,T2,aggressive,5562.09,1
4045,2024-09-24 00:00:00,referral,18-25,T2,balanced,3696.37,1
4046,2024-06-25 00:00:00,organic,36-45,T1,balanced,15371.38,0
4047,2024-05-21 00:00:00,organic,36-45,T1,aggressive,4580.66,1
4048,2024-07-25 00:00:00,organic,18-25,T3+,cautious,3804.74,1
4049,2024-12-19 00:00:00,organic,18-25,T3+,aggressive,8131.0,1
4050,2024-02-10 00:00:00,organic,36-45,T1,balanced,7770.01,0
4051,2024-09-22 00:00:00,paid_search,36-45,T1,aggressive,54391.75,0
4052,2024-06-23 00:00:00,social,36-45,T2,cautious,5541.12,1
4053,2024-02-09 00:00:00,organic,46-55,T2,balanced,5406.53,1
4054,2024-01-30 00:00:00,referral,18-25,T1,cautious,1162.85,1
4055,2024-06-02 00:00:00,social,26-35,T3+,aggressive,3522.26,1
4056,2024-06-11 00:00:00,social,46-55,T3+,cautious,15248.58,1
4057,2024-03-23 00:00:00,paid_search,18-25,T2,balanced,2499.55,1
4058,2024-01-15 00:00:00,bank_partner,46-55,T3+,balanced,4075.0,0
4059,2024-07-07 00:00:00,organic,36-45,T2,cautious,21406.24,1
4060,2024-01-25 00:00:00,social,46-55,T3+,cautious,3170.87,1
4061,2024-12-03 00:00:00,organic,36-45,T1,aggressive,8479.13,1
4062,2024-08-09 00:00:00,bank_partner,56+,T2,cautious,25975.31,1
4063,2024-03-20 00:00:00,organic,46-55,T3+,cautious,13813.63,1
4064,2024-01-22 00:00:00,paid_search,26-35,T1,cautious,18386.41,1
4065,2024-07-29 00:00:00,organic,36-45,T2,cautious,6268.0,1
4066,2024-12-28 00:00:00,paid_search,26-35,T1,aggressive,2641.21,1
4067,2024-12-25 00:00:00,social,36-45,T3+,balanced,20167.48,1
4068,2024-11-10 00:00:00,organic,26-35,T1,cautious,9238.42,1
4069,2024-08-12 00:00:00,bank_partner,26-35,T3+,balanced,6675.08,0
4070,2024-04-13 00:00:00,paid_search,26-35,T3+,aggressive,12007.54,1
4071,2024-11-19 00:00:00,paid_search,26-35,T2,balanced,15110.03,1
4072,2024-08-18 00:00:00,social,26-35,T1,balanced,6085.1,1
4073,2024-04-24 00:00:00,referral,26-35,T1,cautious,4294.96,1
4074,2024-10-07 00:00:00,social,36-45,T1,balanced,2325.67,0
4075,2024-10-29 00:00:00,referral,46-55,T3+,cautious,18419.62,1
4076,2024-10-05 00:00:00,paid_search,26-35,T3+,cautious,10900.17,0
4077,2024-08-16 00:00:00,referral,36-45,T2,aggressive,22088.61,1
4078,2024-10-07 00:00:00,organic,26-35,T3+,cautious,23753.11,1
4079,2024-11-09 00:00:00,referral,26-35,T3+,cautious,2143.47,1
4080,2024-04-06 00:00:00,social,36-45,T2,aggressive,16512.08,1
4081,2024-10-29 00:00:00,social,26-35,T1,cautious,20537.22,0
4082,2024-07-31 00:00:00,bank_partner,36-45,T3+,aggressive,6901.93,1
4083,2024-06-28 00:00:00,paid_search,56+,T2,cautious,15614.53,0
4084,2024-05-06 00:00:00,referral,18-25,T2,cautious,9022.27,1
4085,2024-01-07 00:00:00,social,36-45,T1,cautious,4718.74,1
4086,2024-05-16 00:00:00,social,36-45,T2,aggressive,4032.29,1
4087,2024-05-15 00:00:00,bank_partner,26-35,T1,balanced,12484.68,1
4088,2024-08-05 00:00:00,paid_search,26-35,T2,aggressive,2792.13,1
4089,2024-03-17 00:00:00,bank_partner,46-55,T3+,cautious,53004.41,1
4090,2024-07-19 00:00:00,paid_search,36-45,T1,balanced,7451.8,1
4091,2024-10-06 00:00:00,organic,36-45,T3+,balanced,846.54,1
4092,2024-10-21 00:00:00,paid_search,26-35,T3+,cautious,33507.87,1
4093,2024-10-29 00:00:00,bank_partner,18-25,T3+,balanced,6753.26,1
4094,2024-04-19 00:00:00,social,18-25,T3+,cautious,3450.95,1
4095,2024-10-21 00:00:00,paid_search,36-45,T3+,cautious,10577.79,1
4096,2024-12-25 00:00:00,paid_search,26-35,T1,balanced,1106.86,1
4097,2024-09-07 00:00:00,organic,46-55,T2,aggressive,674.25,1
4098,2024-09-29 00:00:00,referral,26-35,T2,balanced,10091.21,1
4099,2024-08-26 00:00:00,bank_partner,46-55,T3+,balanced,33223.77,1
4100,2024-06-27 00:00:00,paid_search,36-45,T1,balanced,16698.09,1
4101,2024-11-07 00:00:00,organic,26-35,T2,balanced,88283.57,1
4102,2024-03-07 00:00:00,organic,36-45,T2,cautious,24318.3,1
4103,2024-11-02 00:00:00,paid_search,46-55,T1,balanced,31673.34,0
4104,2024-01-13 00:00:00,paid_search,26-35,T3+,cautious,9698.6,1
4105,2024-10-09 00:00:00,paid_search,26-35,T1,balanced,32951.17,1
4106,2024-11-14 00:00:00,social,18-25,T1,balanced,11172.06,1
4107,2024-09-06 00:00:00,organic,18-25,T2,cautious,12744.58,1
4108,2024-03-18 00:00:00,paid_search,26-35,T2,cautious,10852.78,1
4109,2024-05-04 00:00:00,organic,46-55,T2,cautious,97114.03,1
4110,2024-12-15 00:00:00,organic,46-55,T2,cautious,62600.85,1
4111,2024-07-10 00:00:00,referral,26-35,T3+,cautious,13623.3,1
4112,2024-07-01 00:00:00,organic,36-45,T3+,aggressive,19216.77,1
4113,2024-02-23 00:00:00,social,26-35,T1,cautious,13797.36,0
4114,2024-06-15 00:00:00,organic,18-25,T3+,balanced,8335.11,1
4115,2024-02-05 00:00:00,social,26-35,T2,aggressive,3323.75,1
4116,2024-02-19 00:00:00,referral,36-45,T1,aggressive,13344.69,1
4117,2024-02-11 00:00:00,organic,36-45,T2,balanced,9263.54,1
4118,2024-02-12 00:00:00,paid_search,56+,T3+,cautious,52044.4,1
4119,2024-07-29 00:00:00,bank_partner,46-55,T1,balanced,2105.24,1
4120,2024-07-30 00:00:00,organic,46-55,T2,balanced,3504.3,0
4121,2024-09-11 00:00:00,organic,46-55,T3+,balanced,92754.55,1
4122,2024-02-29 00:00:00,social,46-55,T2,aggressive,20006.38,1
4123,2024-04-21 00:00:00,organic,36-45,T3+,cautious,22853.23,1
4124,2024-09-18 00:00:00,social,36-45,T2,balanced,12717.78,1
4125,2024-06-16 00:00:00,organic,36-45,T3+,balanced,10283.95,1
4126,2024-12-06 00:00:00,organic,46-55,T1,cautious,6174.44,1
