user_id,month,pilot_group,post_period,active_30d,net_inflow
7349,2024-07-01 00:00:00,1,0,0,0.0
11923,2024-07-01 00:00:00,1,0,1,0.0
3462,2024-07-01 00:00:00,0,0,1,1441.33
4182,2024-07-01 00:00:00,1,0,1,2826.01
4574,2024-07-01 00:00:00,0,0,1,0.0
11705,2024-07-01 00:00:00,1,0,0,0.0
10769,2024-07-01 00:00:00,1,0,1,0.0
2905,2024-07-01 00:00:00,1,0,0,0.0
2926,2024-07-01 00:00:00,1,0,1,2343.04
1760,2024-07-01 00:00:00,0,0,0,0.0
7665,2024-07-01 00:00:00,1,0,1,435.8
7935,2024-07-01 00:00:00,0,0,0,0.0
5213,2024-07-01 00:00:00,1,0,0,0.0
4426,2024-07-01 00:00:00,0,0,1,1232.79
5688,2024-07-01 00:00:00,0,0,1,110.94
443,2024-07-01 00:00:00,1,0,0,0.0
3778,2024-07-01 00:00:00,0,0,1,926.0
1674,2024-07-01 00:00:00,0,0,0,0.0
6881,2024-07-01 00:00:00,1,0,1,0.0
11006,2024-07-01 00:00:00,0,0,0,0.0
10679,2024-07-01 00:00:00,1,0,0,0.0
10635,2024-07-01 00:00:00,0,0,1,953.52
398,2024-07-01 00:00:00,1,0,0,0.0
10817,2024-07-01 00:00:00,1,0,0,0.0
5817,2024-07-01 00:00:00,0,0,1,1302.78
6839,2024-07-01 00:00:00,0,0,1,0.0
8244,2024-07-01 00:00:00,0,0,0,0.0
78,2024-07-01 00:00:00,1,0,1,1332.95
10939,2024-07-01 00:00:00,0,0,0,0.0
2364,2024-07-01 00:00:00,0,0,0,0.0
4115,2024-07-01 00:00:00,1,0,0,0.0
8519,2024-07-01 00:00:00,1,0,1,588.22
408,2024-07-01 00:00:00,0,0,0,0.0
2448,2024-07-01 00:00:00,1,0,0,0.0
2656,2024-07-01 00:00:00,0,0,1,0.0
11016,2024-07-01 00:00:00,0,0,0,0.0
5770,2024-07-01 00:00:00,1,0,1,399.9
4219,2024-07-01 00:00:00,0,0,0,0.0
5501,2024-07-01 00:00:00,0,0,0,0.0
5359,2024-07-01 00:00:00,0,0,0,0.0
11192,2024-07-01 00:00:00,1,0,0,0.0
8208,2024-07-01 00:00:00,0,0,1,1824.68
8920,2024-07-01 00:00:00,0,0,0,0.0
3759,2024-07-01 00:00:00,0,0,0,0.0
10714,2024-07-01 00:00:00,0,0,0,0.0
9964,2024-07-01 00:00:00,1,0,0,0.0
11964,2024-07-01 00:00:00,0,0,0,0.0
10400,2024-07-01 00:00:00,0,0,0,0.0
4012,2024-07-01 00:00:00,0,0,0,0.0
8353,2024-07-01 00:00:00,0,0,0,0.0
4609,2024-07-01 00:00:00,1,0,0,0.0
3734,2024-07-01 00:00:00,0,0,0,0.0
6373,2024-07-01 00:00:00,0,0,1,0.0
9323,2024-07-01 00:00:00,0,0,0,0.0
3439,2024-07-01 00:00:00,1,0,0,0.0
11851,2024-07-01 00:00:00,1,0,0,0.0
4900,2024-07-01 00:00:00,0,0,1,0.0
10315,2024-07-01 00:00:00,1,0,1,3355.58
3960,2024-07-01 00:00:00,0,0,1,1243.72
4654,2024-07-01 00:00:00,0,0,1,1126.64
9845,2024-07-01 00:00:00,0,0,1,1429.24
8865,2024-07-01 00:00:00,1,0,0,0.0
9972,2024-07-01 00:00:00,0,0,0,0.0
1907,2024-07-01 00:00:00,0,0,0,0.0
10548,2024-07-01 00:00:00,1,0,1,872.9
9631,2024-07-01 00:00:00,0,0,0,0.0
7667,2024-07-01 00:00:00,0,0,0,0.0
1375,2024-07-01 00:00:00,0,0,0,0.0
7263,2024-07-01 00:00:00,0,0,1,255.68
1861,2024-07-01 00:00:00,0,0,1,0.0
11206,2024-07-01 00:00:00,1,0,0,0.0
5269,2024-07-01 00:00:00,0,0,0,0.0
5416,2024-07-01 00:00:00,0,0,1,0.0
6619,2024-07-01 00:00:00,1,0,1,1300.58
149,2024-07-01 00:00:00,1,0,0,0.0
3087,2024-07-01 00:00:00,0,0,0,0.0
7604,2024-07-01 00:00:00,0,0,0,0.0
5589,2024-07-01 00:00:00,1,0,1,1662.0
6695,2024-07-01 00:00:00,0,0,0,0.0
1126,2024-07-01 00:00:00,0,0,0,0.0
1469,2024-07-01 00:00:00,1,0,1,420.31
11200,2024-07-01 00:00:00,0,0,1,1560.69
2823,2024-07-01 00:00:00,1,0,1,1031.59
4869,2024-07-01 00:00:00,0,0,0,0.0
3140,2024-07-01 00:00:00,1,0,0,0.0
7042,2024-07-01 00:00:00,0,0,1,0.0
2639,2024-07-01 00:00:00,1,0,0,0.0
5880,2024-07-01 00:00:00,0,0,1,2251.41
5894,2024-07-01 00:00:00,1,0,1,375.78
11312,2024-07-01 00:00:00,0,0,0,0.0
4611,2024-07-01 00:00:00,1,0,0,0.0
2236,2024-07-01 00:00:00,1,0,0,0.0
1921,2024-07-01 00:00:00,0,0,0,0.0
7447,2024-07-01 00:00:00,0,0,1,1669.56
9235,2024-07-01 00:00:00,1,0,1,2155.57
8331,2024-07-01 00:00:00,0,0,0,0.0
5520,2024-07-01 00:00:00,0,0,0,0.0
8969,2024-07-01 00:00:00,1,0,0,0.0
2064,2024-07-01 00:00:00,1,0,0,0.0
5824,2024-07-01 00:00:00,0,0,0,0.0
11132,2024-07-01 00:00:00,0,0,0,0.0
8630,2024-07-01 00:00:00,0,0,0,0.0
8509,2024-07-01 00:00:00,0,0,0,0.0
4669,2024-07-01 00:00:00,0,0,1,0.0
4992,2024-07-01 00:00:00,0,0,0,0.0
1702,2024-07-01 00:00:00,1,0,1,0.0
2458,2024-07-01 00:00:00,1,0,0,0.0
2805,2024-07-01 00:00:00,0,0,0,0.0
1630,2024-07-01 00:00:00,0,0,1,581.4
2776,2024-07-01 00:00:00,0,0,1,688.59
2819,2024-07-01 00:00:00,0,0,0,0.0
2606,2024-07-01 00:00:00,0,0,1,2294.29
8901,2024-07-01 00:00:00,0,0,1,1174.27
1880,2024-07-01 00:00:00,0,0,1,1034.48
11046,2024-07-01 00:00:00,0,0,0,0.0
2931,2024-07-01 00:00:00,0,0,0,0.0
7378,2024-07-01 00:00:00,0,0,0,0.0
9980,2024-07-01 00:00:00,1,0,0,0.0
781,2024-07-01 00:00:00,0,0,0,0.0
6279,2024-07-01 00:00:00,1,0,0,0.0
7359,2024-07-01 00:00:00,0,0,0,0.0
6841,2024-07-01 00:00:00,1,0,0,0.0
9576,2024-07-01 00:00:00,1,0,1,0.0
9088,2024-07-01 00:00:00,0,0,0,0.0
821,2024-07-01 00:00:00,0,0,0,0.0
9156,2024-07-01 00:00:00,1,0,0,0.0
1676,2024-07-01 00:00:00,0,0,0,0.0
7235,2024-07-01 00:00:00,0,0,0,0.0
6072,2024-07-01 00:00:00,1,0,0,0.0
5373,2024-07-01 00:00:00,1,0,0,0.0
6205,2024-07-01 00:00:00,1,0,1,1465.89
6069,2024-07-01 00:00:00,1,0,1,21.62
7936,2024-07-01 00:00:00,0,0,1,1134.93
3318,2024-07-01 00:00:00,0,0,0,0.0
8170,2024-07-01 00:00:00,1,0,0,0.0
779,2024-07-01 00:00:00,0,0,1,529.6
11578,2024-07-01 00:00:00,0,0,0,0.0
19,2024-07-01 00:00:00,1,0,0,0.0
7428,2024-07-01 00:00:00,1,0,1,1753.98
10888,2024-07-01 00:00:00,0,0,1,0.0
4743,2024-07-01 00:00:00,0,0,1,1764.81
6197,2024-07-01 00:00:00,1,0,0,0.0
6293,2024-07-01 00:00:00,1,0,1,1493.82
9327,2024-07-01 00:00:00,1,0,1,1000.51
4340,2024-07-01 00:00:00,0,0,0,0.0
2500,2024-07-01 00:00:00,1,0,0,0.0
665,2024-07-01 00:00:00,0,0,1,0.0
7310,2024-07-01 00:00:00,0,0,1,0.0
165,2024-07-01 00:00:00,1,0,0,0.0
4587,2024-07-01 00:00:00,1,0,0,0.0
11307,2024-07-01 00:00:00,0,0,0,0.0
11834,2024-07-01 00:00:00,0,0,0,0.0
4259,2024-07-01 00:00:00,1,0,0,0.0
1711,2024-07-01 00:00:00,0,0,0,0.0
6234,2024-07-01 00:00:00,1,0,1,0.0
8256,2024-07-01 00:00:00,0,0,0,0.0
7360,2024-07-01 00:00:00,0,0,0,0.0
4916,2024-07-01 00:00:00,0,0,0,0.0
9649,2024-07-01 00:00:00,1,0,0,0.0
6357,2024-07-01 00:00:00,0,0,0,0.0
7234,2024-07-01 00:00:00,0,0,1,1159.99
9820,2024-07-01 00:00:00,0,0,0,0.0
4403,2024-07-01 00:00:00,0,0,0,0.0
10480,2024-07-01 00:00:00,1,0,0,0.0
2507,2024-07-01 00:00:00,0,0,0,0.0
1583,2024-07-01 00:00:00,0,0,0,0.0
6292,2024-07-01 00:00:00,1,0,0,0.0
1345,2024-07-01 00:00:00,1,0,0,0.0
470,2024-07-01 00:00:00,1,0,0,0.0
9369,2024-07-01 00:00:00,1,0,0,0.0
6522,2024-07-01 00:00:00,0,0,1,1399.9
1511,2024-07-01 00:00:00,0,0,0,0.0
981,2024-07-01 00:00:00,0,0,0,0.0
6909,2024-07-01 00:00:00,1,0,0,0.0
535,2024-07-01 00:00:00,0,0,0,0.0
185,2024-07-01 00:00:00,0,0,0,0.0
5386,2024-07-01 00:00:00,0,0,0,0.0
2361,2024-07-01 00:00:00,0,0,0,0.0
10167,2024-07-01 00:00:00,0,0,0,0.0
715,2024-07-01 00:00:00,1,0,1,1088.48
11803,2024-07-01 00:00:00,0,0,0,0.0
9299,2024-07-01 00:00:00,0,0,1,0.0
6621,2024-07-01 00:00:00,0,0,0,0.0
3737,2024-07-01 00:00:00,0,0,0,0.0
8158,2024-07-01 00:00:00,0,0,1,0.0
1427,2024-07-01 00:00:00,0,0,0,0.0
6554,2024-07-01 00:00:00,1,0,1,0.0
743,2024-07-01 00:00:00,0,0,1,490.86
4172,2024-07-01 00:00:00,1,0,0,0.0
2673,2024-07-01 00:00:00,0,0,0,0.0
2223,2024-07-01 00:00:00,1,0,0,0.0
10326,2024-07-01 00:00:00,0,0,0,0.0
4971,2024-07-01 00:00:00,0,0,0,0.0
10081,2024-07-01 00:00:00,0,0,1,47.97
5786,2024-07-01 00:00:00,0,0,1,566.29
48,2024-07-01 00:00:00,1,0,1,0.0
727,2024-07-01 00:00:00,0,0,1,0.0
4597,2024-07-01 00:00:00,1,0,0,0.0
3717,2024-07-01 00:00:00,0,0,0,0.0
6665,2024-07-01 00:00:00,1,0,0,0.0
2384,2024-07-01 00:00:00,0,0,0,0.0
9772,2024-07-01 00:00:00,1,0,0,0.0
3780,2024-07-01 00:00:00,1,0,1,0.0
4990,2024-07-01 00:00:00,1,0,1,1236.48
989,2024-07-01 00:00:00,0,0,0,0.0
3861,2024-07-01 00:00:00,0,0,1,1793.63
1947,2024-07-01 00:00:00,1,0,0,0.0
7686,2024-07-01 00:00:00,0,0,0,0.0
9794,2024-07-01 00:00:00,1,0,0,0.0
2298,2024-07-01 00:00:00,0,0,0,0.0
9496,2024-07-01 00:00:00,1,0,1,1620.45
10914,2024-07-01 00:00:00,1,0,0,0.0
8374,2024-07-01 00:00:00,0,0,0,0.0
7127,2024-07-01 00:00:00,1,0,0,0.0
651,2024-07-01 00:00:00,0,0,0,0.0
5334,2024-07-01 00:00:00,1,0,0,0.0
261,2024-07-01 00:00:00,0,0,0,0.0
1798,2024-07-01 00:00:00,0,0,0,0.0
9891,2024-07-01 00:00:00,1,0,0,0.0
6616,2024-07-01 00:00:00,0,0,0,0.0
8697,2024-07-01 00:00:00,0,0,0,0.0
4580,2024-07-01 00:00:00,1,0,0,0.0
11024,2024-07-01 00:00:00,0,0,0,0.0
2432,2024-07-01 00:00:00,0,0,0,0.0
4959,2024-07-01 00:00:00,1,0,1,0.0
1758,2024-07-01 00:00:00,1,0,0,0.0
2464,2024-07-01 00:00:00,0,0,0,0.0
2692,2024-07-01 00:00:00,0,0,1,122.82
3458,2024-07-01 00:00:00,1,0,1,186.88
2721,2024-07-01 00:00:00,0,0,0,0.0
2019,2024-07-01 00:00:00,1,0,1,2337.49
2630,2024-07-01 00:00:00,1,0,0,0.0
7473,2024-07-01 00:00:00,0,0,0,0.0
386,2024-07-01 00:00:00,0,0,0,0.0
9070,2024-07-01 00:00:00,0,0,0,0.0
4986,2024-07-01 00:00:00,0,0,0,0.0
4356,2024-07-01 00:00:00,1,0,0,0.0
1193,2024-07-01 00:00:00,1,0,1,1102.46
3084,2024-07-01 00:00:00,1,0,0,0.0
3264,2024-07-01 00:00:00,1,0,0,0.0
11715,2024-07-01 00:00:00,0,0,0,0.0
6608,2024-07-01 00:00:00,0,0,0,0.0
4223,2024-07-01 00:00:00,0,0,0,0.0
3396,2024-07-01 00:00:00,1,0,0,0.0
9401,2024-07-01 00:00:00,0,0,0,0.0
3852,2024-07-01 00:00:00,0,0,0,0.0
2242,2024-07-01 00:00:00,0,0,0,0.0
477,2024-07-01 00:00:00,0,0,0,0.0
6044,2024-07-01 00:00:00,0,0,1,1101.44
1008,2024-07-01 00:00:00,1,0,0,0.0
10516,2024-07-01 00:00:00,1,0,1,87.08
7867,2024-07-01 00:00:00,1,0,1,2063.96
4868,2024-07-01 00:00:00,0,0,0,0.0
3810,2024-07-01 00:00:00,1,0,0,0.0
3417,2024-07-01 00:00:00,1,0,0,0.0
10122,2024-07-01 00:00:00,0,0,1,0.0
4037,2024-07-01 00:00:00,1,0,0,0.0
1952,2024-07-01 00:00:00,0,0,0,0.0
641,2024-07-01 00:00:00,1,0,0,0.0
4708,2024-07-01 00:00:00,1,0,0,0.0
7740,2024-07-01 00:00:00,1,0,0,0.0
9875,2024-07-01 00:00:00,0,0,1,0.0
4746,2024-07-01 00:00:00,0,0,0,0.0
2548,2024-07-01 00:00:00,0,0,0,0.0
11736,2024-07-01 00:00:00,0,0,0,0.0
9288,2024-07-01 00:00:00,0,0,0,0.0
1762,2024-07-01 00:00:00,1,0,0,0.0
6769,2024-07-01 00:00:00,1,0,0,0.0
11669,2024-07-01 00:00:00,1,0,0,0.0
2437,2024-07-01 00:00:00,0,0,0,0.0
4555,2024-07-01 00:00:00,0,0,1,1224.79
8086,2024-07-01 00:00:00,1,0,1,0.0
11444,2024-07-01 00:00:00,0,0,0,0.0
2051,2024-07-01 00:00:00,1,0,0,0.0
11704,2024-07-01 00:00:00,1,0,0,0.0
5492,2024-07-01 00:00:00,0,0,0,0.0
602,2024-07-01 00:00:00,0,0,0,0.0
11207,2024-07-01 00:00:00,1,0,1,2435.22
11028,2024-07-01 00:00:00,0,0,0,0.0
4261,2024-07-01 00:00:00,0,0,1,0.0
8225,2024-07-01 00:00:00,0,0,0,0.0
560,2024-07-01 00:00:00,1,0,0,0.0
11138,2024-07-01 00:00:00,1,0,0,0.0
7856,2024-07-01 00:00:00,0,0,0,0.0
3826,2024-07-01 00:00:00,0,0,0,0.0
8120,2024-07-01 00:00:00,1,0,1,1856.72
3873,2024-07-01 00:00:00,0,0,0,0.0
8133,2024-07-01 00:00:00,1,0,0,0.0
2591,2024-07-01 00:00:00,0,0,1,1435.94
10398,2024-07-01 00:00:00,1,0,0,0.0
10393,2024-07-01 00:00:00,0,0,0,0.0
1486,2024-07-01 00:00:00,0,0,0,0.0
9356,2024-07-01 00:00:00,1,0,0,0.0
2367,2024-07-01 00:00:00,0,0,0,0.0
10274,2024-07-01 00:00:00,1,0,0,0.0
11671,2024-07-01 00:00:00,0,0,0,0.0
7326,2024-07-01 00:00:00,0,0,1,516.9
10209,2024-07-01 00:00:00,1,0,0,0.0
8364,2024-07-01 00:00:00,0,0,1,1033.13
7734,2024-07-01 00:00:00,0,0,1,0.0
6925,2024-07-01 00:00:00,0,0,0,0.0
3365,2024-07-01 00:00:00,0,0,0,0.0
5038,2024-07-01 00:00:00,0,0,1,898.73
10028,2024-07-01 00:00:00,1,0,0,0.0
4544,2024-07-01 00:00:00,1,0,1,676.91
10536,2024-07-01 00:00:00,0,0,0,0.0
5138,2024-07-01 00:00:00,0,0,1,753.7
7831,2024-07-01 00:00:00,0,0,0,0.0
1743,2024-07-01 00:00:00,0,0,0,0.0
3798,2024-07-01 00:00:00,0,0,0,0.0
7450,2024-07-01 00:00:00,0,0,0,0.0
8616,2024-07-01 00:00:00,0,0,0,0.0
1719,2024-07-01 00:00:00,1,0,1,1794.76
9183,2024-07-01 00:00:00,0,0,0,0.0
3281,2024-07-01 00:00:00,1,0,1,870.19
8079,2024-07-01 00:00:00,1,0,1,397.9
7970,2024-07-01 00:00:00,1,0,0,0.0
7216,2024-07-01 00:00:00,0,0,1,0.0
1843,2024-07-01 00:00:00,1,0,0,0.0
840,2024-07-01 00:00:00,0,0,0,0.0
11483,2024-07-01 00:00:00,1,0,0,0.0
1321,2024-07-01 00:00:00,0,0,0,0.0
11452,2024-07-01 00:00:00,0,0,0,0.0
1065,2024-07-01 00:00:00,0,0,0,0.0
10865,2024-07-01 00:00:00,1,0,1,0.0
1462,2024-07-01 00:00:00,0,0,0,0.0
10452,2024-07-01 00:00:00,0,0,0,0.0
59,2024-07-01 00:00:00,1,0,0,0.0
454,2024-07-01 00:00:00,0,0,0,0.0
9167,2024-07-01 00:00:00,0,0,1,1806.86
1121,2024-07-01 00:00:00,1,0,0,0.0
7434,2024-07-01 00:00:00,0,0,0,0.0
7889,2024-07-01 00:00:00,0,0,0,0.0
2804,2024-07-01 00:00:00,0,0,0,0.0
4456,2024-07-01 00:00:00,0,0,0,0.0
2829,2024-07-01 00:00:00,0,0,0,0.0
9559,2024-07-01 00:00:00,0,0,0,0.0
4479,2024-07-01 00:00:00,0,0,0,0.0
4463,2024-07-01 00:00:00,1,0,0,0.0
9455,2024-07-01 00:00:00,1,0,0,0.0
7424,2024-07-01 00:00:00,1,0,1,2137.26
9029,2024-07-01 00:00:00,0,0,0,0.0
8286,2024-07-01 00:00:00,0,0,0,0.0
10520,2024-07-01 00:00:00,1,0,0,0.0
5084,2024-07-01 00:00:00,0,0,1,2100.46
2446,2024-07-01 00:00:00,0,0,0,0.0
2585,2024-07-01 00:00:00,1,0,0,0.0
11374,2024-07-01 00:00:00,0,0,1,194.22
2580,2024-07-01 00:00:00,0,0,0,0.0
287,2024-07-01 00:00:00,1,0,0,0.0
5013,2024-07-01 00:00:00,1,0,1,472.85
7722,2024-07-01 00:00:00,0,0,0,0.0
3426,2024-07-01 00:00:00,1,0,0,0.0
806,2024-07-01 00:00:00,0,0,0,0.0
8823,2024-07-01 00:00:00,0,0,0,0.0
1727,2024-07-01 00:00:00,0,0,0,0.0
2267,2024-07-01 00:00:00,1,0,0,0.0
6579,2024-07-01 00:00:00,0,0,1,0.0
7178,2024-07-01 00:00:00,0,0,1,0.0
3163,2024-07-01 00:00:00,0,0,1,0.0
9043,2024-07-01 00:00:00,0,0,0,0.0
10250,2024-07-01 00:00:00,1,0,0,0.0
5568,2024-07-01 00:00:00,0,0,0,0.0
7539,2024-07-01 00:00:00,1,0,0,0.0
6995,2024-07-01 00:00:00,0,0,0,0.0
5407,2024-07-01 00:00:00,1,0,0,0.0
4848,2024-07-01 00:00:00,0,0,0,0.0
8531,2024-07-01 00:00:00,0,0,1,1177.88
2742,2024-07-01 00:00:00,0,0,0,0.0
132,2024-07-01 00:00:00,0,0,0,0.0
8807,2024-07-01 00:00:00,0,0,0,0.0
10113,2024-07-01 00:00:00,0,0,0,0.0
1836,2024-07-01 00:00:00,0,0,0,0.0
4505,2024-07-01 00:00:00,1,0,0,0.0
1786,2024-07-01 00:00:00,0,0,0,0.0
8837,2024-07-01 00:00:00,1,0,0,0.0
6506,2024-07-01 00:00:00,0,0,0,0.0
1838,2024-07-01 00:00:00,1,0,0,0.0
1292,2024-07-01 00:00:00,0,0,0,0.0
2403,2024-07-01 00:00:00,0,0,0,0.0
10296,2024-07-01 00:00:00,0,0,1,884.59
34,2024-07-01 00:00:00,0,0,1,190.76
4001,2024-07-01 00:00:00,1,0,0,0.0
9597,2024-07-01 00:00:00,0,0,1,156.22
10126,2024-07-01 00:00:00,0,0,0,0.0
3890,2024-07-01 00:00:00,0,0,0,0.0
9110,2024-07-01 00:00:00,1,0,0,0.0
6013,2024-07-01 00:00:00,0,0,1,2201.55
4302,2024-07-01 00:00:00,1,0,0,0.0
10583,2024-07-01 00:00:00,1,0,0,0.0
4010,2024-07-01 00:00:00,0,0,1,0.0
2502,2024-07-01 00:00:00,0,0,0,0.0
3689,2024-07-01 00:00:00,1,0,0,0.0
2835,2024-07-01 00:00:00,0,0,0,0.0
6098,2024-07-01 00:00:00,1,0,0,0.0
4275,2024-07-01 00:00:00,0,0,0,0.0
5663,2024-07-01 00:00:00,0,0,1,1599.72
8698,2024-07-01 00:00:00,1,0,0,0.0
10384,2024-07-01 00:00:00,1,0,0,0.0
870,2024-07-01 00:00:00,0,0,0,0.0
5300,2024-07-01 00:00:00,1,0,0,0.0
6760,2024-07-01 00:00:00,1,0,0,0.0
3207,2024-07-01 00:00:00,0,0,1,170.03
8930,2024-07-01 00:00:00,1,0,0,0.0
429,2024-07-01 00:00:00,0,0,0,0.0
11322,2024-07-01 00:00:00,1,0,1,0.0
3812,2024-07-01 00:00:00,0,0,1,2425.06
4375,2024-07-01 00:00:00,1,0,0,0.0
8449,2024-07-01 00:00:00,0,0,0,0.0
11430,2024-07-01 00:00:00,1,0,1,2149.02
7845,2024-07-01 00:00:00,1,0,0,0.0
9120,2024-07-01 00:00:00,0,0,0,0.0
1184,2024-07-01 00:00:00,1,0,1,0.0
3802,2024-07-01 00:00:00,0,0,0,0.0
4094,2024-07-01 00:00:00,0,0,0,0.0
9908,2024-07-01 00:00:00,0,0,0,0.0
2738,2024-07-01 00:00:00,0,0,1,0.0
9408,2024-07-01 00:00:00,1,0,0,0.0
9579,2024-07-01 00:00:00,1,0,1,2106.68
3843,2024-07-01 00:00:00,1,0,0,0.0
8523,2024-07-01 00:00:00,1,0,1,2367.77
4236,2024-07-01 00:00:00,0,0,0,0.0
2269,2024-07-01 00:00:00,0,0,0,0.0
4104,2024-07-01 00:00:00,0,0,0,0.0
4975,2024-07-01 00:00:00,1,0,0,0.0
7053,2024-07-01 00:00:00,0,0,1,0.0
5626,2024-07-01 00:00:00,1,0,0,0.0
11857,2024-07-01 00:00:00,0,0,0,0.0
11422,2024-07-01 00:00:00,0,0,0,0.0
10846,2024-07-01 00:00:00,0,0,0,0.0
11931,2024-07-01 00:00:00,0,0,0,0.0
9177,2024-07-01 00:00:00,0,0,0,0.0
10346,2024-07-01 00:00:00,1,0,0,0.0
6105,2024-07-01 00:00:00,1,0,0,0.0
5966,2024-07-01 00:00:00,1,0,0,0.0
5558,2024-07-01 00:00:00,0,0,1,2017.46
2482,2024-07-01 00:00:00,0,0,0,0.0
3974,2024-07-01 00:00:00,0,0,0,0.0
7271,2024-07-01 00:00:00,0,0,0,0.0
7331,2024-07-01 00:00:00,0,0,1,0.0
10543,2024-07-01 00:00:00,0,0,0,0.0
10406,2024-07-01 00:00:00,0,0,1,0.0
10119,2024-07-01 00:00:00,1,0,1,577.61
2434,2024-07-01 00:00:00,1,0,0,0.0
24,2024-07-01 00:00:00,1,0,1,1152.17
8633,2024-07-01 00:00:00,0,0,0,0.0
561,2024-07-01 00:00:00,1,0,1,990.94
2354,2024-07-01 00:00:00,1,0,0,0.0
614,2024-07-01 00:00:00,0,0,0,0.0
11413,2024-07-01 00:00:00,0,0,0,0.0
10668,2024-07-01 00:00:00,1,0,0,0.0
160,2024-07-01 00:00:00,0,0,1,0.0
9117,2024-07-01 00:00:00,1,0,0,0.0
3538,2024-07-01 00:00:00,0,0,0,0.0
1885,2024-07-01 00:00:00,0,0,0,0.0
11856,2024-07-01 00:00:00,0,0,0,0.0
10237,2024-07-01 00:00:00,1,0,0,0.0
1686,2024-07-01 00:00:00,0,0,0,0.0
6415,2024-07-01 00:00:00,0,0,1,1485.36
376,2024-07-01 00:00:00,0,0,0,0.0
2031,2024-07-01 00:00:00,1,0,0,0.0
9651,2024-07-01 00:00:00,0,0,0,0.0
3078,2024-07-01 00:00:00,0,0,0,0.0
5755,2024-07-01 00:00:00,0,0,0,0.0
822,2024-07-01 00:00:00,1,0,1,2255.92
8313,2024-07-01 00:00:00,1,0,1,1182.95
2202,2024-07-01 00:00:00,1,0,0,0.0
3329,2024-07-01 00:00:00,1,0,0,0.0
2676,2024-07-01 00:00:00,0,0,0,0.0
5268,2024-07-01 00:00:00,1,0,0,0.0
8340,2024-07-01 00:00:00,0,0,0,0.0
3412,2024-07-01 00:00:00,0,0,0,0.0
10040,2024-07-01 00:00:00,1,0,0,0.0
3920,2024-07-01 00:00:00,0,0,0,0.0
4467,2024-07-01 00:00:00,1,0,0,0.0
10484,2024-07-01 00:00:00,0,0,0,0.0
2966,2024-07-01 00:00:00,0,0,0,0.0
10875,2024-07-01 00:00:00,1,0,0,0.0
10805,2024-07-01 00:00:00,1,0,1,2966.05
6939,2024-07-01 00:00:00,1,0,1,0.0
8806,2024-07-01 00:00:00,1,0,0,0.0
1612,2024-07-01 00:00:00,1,0,0,0.0
49,2024-07-01 00:00:00,1,0,0,0.0
5498,2024-07-01 00:00:00,0,0,0,0.0
5686,2024-07-01 00:00:00,0,0,0,0.0
4997,2024-07-01 00:00:00,0,0,1,0.0
5582,2024-07-01 00:00:00,0,0,1,705.0
2940,2024-07-01 00:00:00,1,0,0,0.0
5508,2024-07-01 00:00:00,0,0,1,0.0
11228,2024-07-01 00:00:00,0,0,0,0.0
147,2024-07-01 00:00:00,0,0,1,789.01
4721,2024-07-01 00:00:00,1,0,1,0.0
10413,2024-07-01 00:00:00,1,0,1,0.0
6249,2024-07-01 00:00:00,1,0,1,231.54
5795,2024-07-01 00:00:00,0,0,1,0.0
1020,2024-07-01 00:00:00,0,0,0,0.0
10017,2024-07-01 00:00:00,0,0,0,0.0
2294,2024-07-01 00:00:00,0,0,1,476.19
2937,2024-07-01 00:00:00,1,0,0,0.0
9803,2024-07-01 00:00:00,0,0,0,0.0
1672,2024-07-01 00:00:00,1,0,0,0.0
6575,2024-07-01 00:00:00,0,0,0,0.0
10099,2024-07-01 00:00:00,0,0,1,2005.95
11120,2024-07-01 00:00:00,0,0,0,0.0
9406,2024-07-01 00:00:00,1,0,1,870.69
5064,2024-07-01 00:00:00,0,0,0,0.0
3054,2024-07-01 00:00:00,0,0,0,0.0
2577,2024-07-01 00:00:00,1,0,0,0.0
2392,2024-07-01 00:00:00,0,0,0,0.0
5825,2024-07-01 00:00:00,1,0,0,0.0
11199,2024-07-01 00:00:00,0,0,0,0.0
10868,2024-07-01 00:00:00,1,0,0,0.0
8551,2024-07-01 00:00:00,0,0,1,1118.77
10350,2024-07-01 00:00:00,0,0,0,0.0
11235,2024-07-01 00:00:00,1,0,0,0.0
7348,2024-07-01 00:00:00,0,0,0,0.0
8500,2024-07-01 00:00:00,0,0,0,0.0
7140,2024-07-01 00:00:00,1,0,0,0.0
7656,2024-07-01 00:00:00,1,0,1,1820.94
5422,2024-07-01 00:00:00,0,0,1,885.5
9104,2024-07-01 00:00:00,1,0,0,0.0
2871,2024-07-01 00:00:00,0,0,0,0.0
1959,2024-07-01 00:00:00,1,0,1,966.37
7489,2024-07-01 00:00:00,1,0,0,0.0
3159,2024-07-01 00:00:00,0,0,0,0.0
5030,2024-07-01 00:00:00,0,0,0,0.0
1594,2024-07-01 00:00:00,0,0,0,0.0
320,2024-07-01 00:00:00,0,0,0,0.0
9242,2024-07-01 00:00:00,0,0,1,783.36
3729,2024-07-01 00:00:00,1,0,1,574.94
640,2024-07-01 00:00:00,0,0,1,1551.86
8749,2024-07-01 00:00:00,1,0,0,0.0
10572,2024-07-01 00:00:00,0,0,1,3197.02
9819,2024-07-01 00:00:00,1,0,1,2245.16
11349,2024-07-01 00:00:00,1,0,0,0.0
6198,2024-07-01 00:00:00,0,0,0,0.0
