user_id,acquisition_channel,risk_profile,city_tier,initial_cash_balance,visits_lifetime,visits_90d,content_views,buys_lifetime,buys_90d,aum,days_since_last_visit,churned_next_90d
1859,paid_search,balanced,T3+,3861.73,1,1,1,0,0,0.0,56,1
1860,organic,cautious,T3+,23609.68,3,3,1,0,0,0.0,9,0
1861,paid_search,aggressive,T1,8397.31,2,1,1,0,0,0.0,60,1
1863,paid_search,aggressive,T1,39043.39,10,3,4,0,0,0.0,47,0
1865,referral,cautious,T1,36674.67,1,0,1,0,0,0.0,159,1
1866,paid_search,balanced,T2,9970.22,4,1,2,0,0,0.0,61,1
1868,referral,aggressive,T1,14767.69,4,1,1,0,0,0.0,43,1
1869,social,aggressive,T2,1596.58,0,0,0,0,0,0.0,316,1
1870,paid_search,cautious,T1,31488.95,2,1,1,0,0,0.0,25,1
1871,organic,balanced,T2,2033.58,1,1,0,0,0,0.0,68,1
1872,referral,cautious,T2,500.0,5,1,3,0,0,0.0,82,1
1875,organic,aggressive,T3+,4143.65,3,1,1,0,0,0.0,89,1
1877,social,balanced,T3+,5076.83,0,0,0,0,0,0.0,98,1
1878,social,aggressive,T3+,6818.6,2,0,1,0,0,0.0,303,1
1879,paid_search,cautious,T1,17315.65,10,1,6,4,0,9598.32,55,1
1880,paid_search,balanced,T1,16841.02,5,0,1,0,0,0.0,216,1
1881,organic,cautious,T2,7709.71,4,2,1,0,0,0.0,38,1
1884,organic,cautious,T2,51157.28,1,0,1,0,0,0.0,225,1
1885,bank_partner,balanced,T3+,32292.41,2,0,1,0,0,0.0,325,1
1887,bank_partner,cautious,T2,1511.85,3,0,2,0,0,0.0,98,0
1888,organic,balanced,T2,3898.69,0,0,0,0,0,0.0,307,1
1889,organic,balanced,T1,5309.83,2,1,1,0,0,0.0,88,0
1892,paid_search,aggressive,T2,69679.36,2,0,0,0,0,0.0,276,1
1894,referral,balanced,T3+,16956.58,4,0,0,0,0,0.0,127,0
1895,bank_partner,cautious,T1,73640.58,2,1,0,0,0,0.0,42,0
1896,organic,aggressive,T2,1101.21,5,1,3,0,0,0.0,41,1
1897,organic,cautious,T1,1137.72,1,0,0,0,0,0.0,196,1
1899,referral,aggressive,T1,32980.21,1,0,1,0,0,0.0,227,1
1900,paid_search,balanced,T1,6598.43,2,0,1,0,0,0.0,92,1
1901,bank_partner,aggressive,T2,13609.97,1,0,1,0,0,0.0,141,1
1905,social,aggressive,T1,4383.37,6,1,1,0,0,0.0,43,1
1907,social,cautious,T3+,13970.78,4,0,0,0,0,0.0,106,1
1909,paid_search,cautious,T3+,23427.47,3,1,0,0,0,0.0,68,1
1910,referral,cautious,T3+,37815.12,3,1,2,0,0,0.0,88,1
1911,referral,balanced,T2,5554.3,6,0,2,1,0,2131.14,147,0
1913,referral,balanced,T3+,2492.92,2,2,0,0,0,0.0,24,1
1914,referral,balanced,T1,3190.98,2,2,0,0,0,0.0,46,0
1916,bank_partner,aggressive,T3+,17327.72,4,0,2,2,0,8545.8,124,0
1917,referral,balanced,T3+,836.49,2,0,0,0,0,0.0,107,1
1921,social,aggressive,T1,23518.88,1,0,0,0,0,0.0,177,1
1922,referral,cautious,T2,12099.96,3,1,2,0,0,0.0,39,1
1925,social,cautious,T2,219914.59,2,0,0,0,0,0.0,262,0
1928,organic,cautious,T3+,4049.66,5,0,3,0,0,0.0,141,0
1929,organic,balanced,T2,18413.25,3,0,1,0,0,0.0,270,1
1930,organic,balanced,T2,3775.28,1,0,0,0,0,0.0,249,1
1931,bank_partner,balanced,T2,5323.55,2,0,1,0,0,0.0,177,1
1932,referral,cautious,T2,13701.06,2,2,1,0,0,0.0,47,1
1933,organic,balanced,T1,13153.89,3,1,1,0,0,0.0,58,1
1935,paid_search,balanced,T2,6389.58,1,0,1,0,0,0.0,167,1
1936,paid_search,balanced,T1,3261.13,2,0,2,0,0,0.0,258,1
1937,organic,aggressive,T3+,31108.32,1,0,0,0,0,0.0,138,1
1938,paid_search,balanced,T3+,20504.73,3,2,0,0,0,0.0,10,1
1939,organic,cautious,T2,12774.78,2,1,1,0,0,0.0,72,1
1940,organic,balanced,T3+,6654.43,2,0,0,0,0,0.0,120,1
1941,organic,cautious,T1,6117.82,2,2,1,0,0,0.0,56,0
1942,social,cautious,T1,3603.88,1,0,0,0,0,0.0,102,1
1943,social,balanced,T3+,1924.81,0,0,0,0,0,0.0,109,0
1944,organic,cautious,T1,34950.54,3,3,1,0,0,0.0,24,1
1945,referral,balanced,T3+,24861.32,4,4,1,0,0,0.0,7,1
1946,organic,aggressive,T2,7303.59,1,0,1,0,0,0.0,208,0
1947,organic,balanced,T2,24131.81,4,1,1,1,0,8851.14,87,1
1948,paid_search,balanced,T3+,27765.42,14,1,4,2,0,11616.24,29,1
1949,organic,balanced,T2,2391.27,2,0,0,0,0,0.0,154,0
1951,organic,aggressive,T1,2569.75,8,1,3,2,0,788.3100000000001,22,0
1952,referral,aggressive,T3+,2204.31,3,0,0,0,0,0.0,99,1
1953,organic,cautious,T2,1751.35,3,2,1,0,0,0.0,59,0
1954,organic,cautious,T3+,2556.17,4,0,2,0,0,0.0,149,1
1957,organic,aggressive,T1,7270.35,2,0,0,0,0,0.0,289,1
1958,referral,balanced,T2,5575.63,4,3,2,0,0,0.0,3,1
1959,organic,aggressive,T2,7124.0,3,1,1,0,0,0.0,51,1
1960,referral,balanced,T2,12799.93,1,1,0,0,0,0.0,44,1
1961,organic,balanced,T1,28292.62,4,3,1,0,0,0.0,15,1
1962,organic,balanced,T3+,8087.26,1,0,0,0,0,0.0,103,0
1966,organic,cautious,T2,5042.53,6,2,3,0,0,0.0,24,0
1968,organic,balanced,T3+,2119.9,5,1,1,0,0,0.0,53,1
1969,referral,cautious,T3+,17213.99,0,0,0,0,0,0.0,105,1
1970,paid_search,balanced,T2,11478.26,0,0,0,0,0,0.0,213,1
1971,organic,balanced,T1,30097.38,11,2,6,2,1,7141.3,18,1
1972,referral,balanced,T3+,15378.75,1,0,0,0,0,0.0,220,1
1974,paid_search,cautious,T3+,3573.28,1,0,1,0,0,0.0,295,1
1977,social,aggressive,T3+,10370.85,2,1,1,0,0,0.0,83,1
1978,paid_search,balanced,T3+,80975.14,0,0,0,0,0,0.0,93,0
1979,bank_partner,cautious,T3+,30437.47,2,0,1,0,0,0.0,97,1
1980,referral,cautious,T2,11750.13,4,0,3,0,0,0.0,178,0
1981,social,balanced,T2,5018.0,2,0,2,0,0,0.0,193,1
1983,social,cautious,T2,8505.66,8,4,2,2,1,3637.0,9,0
1984,paid_search,cautious,T1,9058.83,2,0,0,0,0,0.0,147,1
1985,paid_search,cautious,T1,20498.51,5,4,2,0,0,0.0,15,0
1987,organic,aggressive,T2,10636.06,2,0,0,0,0,0.0,181,1
1988,organic,balanced,T2,14216.79,3,0,1,0,0,0.0,216,1
1992,social,cautious,T1,20218.95,0,0,0,0,0,0.0,195,0
1993,bank_partner,balanced,T3+,5310.73,3,1,1,0,0,0.0,59,1
1994,organic,balanced,T1,20799.3,3,1,1,0,0,0.0,63,1
1995,organic,balanced,T3+,31421.61,3,0,0,0,0,0.0,283,1
1996,bank_partner,balanced,T2,10217.02,6,2,2,0,0,0.0,43,1
1997,referral,aggressive,T1,3641.69,2,0,0,0,0,0.0,98,1
1998,referral,cautious,T2,4041.75,1,0,0,0,0,0.0,142,1
2000,bank_partner,cautious,T3+,11100.27,2,0,1,0,0,0.0,269,1
2001,organic,aggressive,T1,5851.29,3,1,1,0,0,0.0,19,0
2002,bank_partner,cautious,T2,2941.69,4,2,4,0,0,0.0,54,1
2003,social,cautious,T3+,7852.18,1,0,0,0,0,0.0,153,0
2004,social,cautious,T3+,16242.0,3,1,1,0,0,0.0,37,1
2005,organic,cautious,T2,10121.74,5,2,3,0,0,0.0,6,1
2006,bank_partner,balanced,T2,781.52,3,0,2,0,0,0.0,102,1
2007,social,aggressive,T2,11165.58,3,0,1,0,0,0.0,105,1
2008,paid_search,balanced,T1,45457.43,4,1,1,0,0,0.0,38,1
2009,organic,cautious,T2,15845.31,1,0,0,0,0,0.0,317,1
2010,referral,balanced,T3+,5570.34,3,0,2,0,0,0.0,297,1
2011,social,balanced,T1,7639.87,3,0,0,0,0,0.0,93,1
2013,paid_search,aggressive,T3+,4672.34,13,0,6,3,0,1403.02,174,0
2014,social,cautious,T1,18893.26,2,0,0,0,0,0.0,121,1
2018,social,balanced,T2,182641.32,3,0,1,0,0,0.0,94,1
2019,referral,balanced,T2,56515.75,1,0,0,1,0,21197.46,172,1
2023,referral,cautious,T2,9291.45,5,2,0,0,0,0.0,69,1
2024,referral,aggressive,T2,78588.27,1,0,0,0,0,0.0,222,1
2025,referral,balanced,T2,8177.37,7,1,5,1,0,1611.05,16,1
2029,referral,cautious,T3+,26983.09,3,0,0,0,0,0.0,187,1
2031,referral,aggressive,T2,1423.26,1,0,0,0,0,0.0,347,1
2032,paid_search,balanced,T2,92520.96,1,0,0,0,0,0.0,198,1
2033,referral,cautious,T1,10996.24,4,0,1,0,0,0.0,236,1
2034,organic,cautious,T2,3026.85,3,0,1,0,0,0.0,243,1
2035,organic,balanced,T3+,2523.51,2,2,1,0,0,0.0,38,1
2036,social,balanced,T2,3578.11,5,3,1,0,0,0.0,13,1
2037,paid_search,cautious,T3+,52824.77,5,1,4,1,0,10822.38,65,1
2041,organic,balanced,T3+,11631.4,0,0,0,0,0,0.0,150,1
2042,bank_partner,cautious,T3+,12426.89,3,0,2,0,0,0.0,155,1
2043,referral,cautious,T2,38203.94,5,1,3,0,0,0.0,83,1
2045,paid_search,cautious,T2,2340.55,0,0,0,0,0,0.0,295,1
2046,social,balanced,T2,10269.81,1,0,0,0,0,0.0,248,1
2047,organic,aggressive,T3+,12577.18,4,1,1,0,0,0.0,86,1
2050,bank_partner,balanced,T1,79376.04,5,0,3,0,0,0.0,203,1
2051,referral,balanced,T2,13837.36,3,1,1,0,0,0.0,70,1
2052,social,balanced,T2,11790.73,5,2,0,0,0,0.0,9,1
2053,organic,cautious,T3+,13957.61,0,0,0,0,0,0.0,178,0
2054,social,balanced,T2,5779.97,4,0,0,0,0,0.0,124,1
2055,referral,balanced,T2,43919.46,4,2,1,0,0,0.0,60,0
2056,referral,aggressive,T1,3006.34,0,0,0,0,0,0.0,328,1
2058,bank_partner,balanced,T2,19109.82,12,4,4,1,0,5319.06,12,1
2059,referral,cautious,T2,12585.6,2,1,0,0,0,0.0,61,0
2060,bank_partner,aggressive,T3+,1983.31,1,0,1,0,0,0.0,222,0
2061,bank_partner,aggressive,T3+,6577.42,2,1,0,0,0,0.0,65,1
2063,organic,cautious,T2,2608.8,6,0,2,0,0,0.0,191,1
2064,referral,balanced,T2,26106.5,1,0,1,0,0,0.0,205,0
2065,social,cautious,T3+,11253.99,3,0,1,0,0,0.0,135,1
2067,organic,aggressive,T1,10832.13,2,1,0,0,0,0.0,90,0
2068,bank_partner,cautious,T3+,7614.67,2,0,0,0,0,0.0,230,1
2069,bank_partner,cautious,T2,2390.21,3,3,1,0,0,0.0,11,1
2072,organic,balanced,T2,1775.16,4,0,0,0,0,0.0,199,1
2075,bank_partner,balanced,T3+,7739.36,1,0,0,0,0,0.0,146,1
2076,organic,cautious,T1,4512.53,9,3,5,3,2,2051.13,77,0
2077,social,balanced,T3+,3946.66,1,0,0,0,0,0.0,150,1
2079,organic,cautious,T3+,4868.09,2,0,1,0,0,0.0,224,0
2080,organic,aggressive,T1,14401.35,1,0,1,0,0,0.0,197,0
2082,paid_search,balanced,T3+,3171.68,4,0,2,0,0,0.0,258,1
2085,organic,cautious,T2,4149.0,2,0,0,0,0,0.0,206,1
2087,organic,balanced,T2,9409.57,3,1,2,0,0,0.0,72,1
2088,organic,balanced,T2,50719.99,8,0,4,1,0,8314.49,117,1
2089,social,balanced,T3+,11238.09,8,0,6,0,0,0.0,103,1
2091,social,balanced,T1,13275.84,0,0,0,0,0,0.0,269,1
2092,organic,balanced,T2,12009.18,5,0,1,0,0,0.0,147,1
2093,social,balanced,T1,2836.87,1,0,0,0,0,0.0,174,1
2094,paid_search,aggressive,T1,25638.21,2,0,1,0,0,0.0,98,0
2095,organic,balanced,T2,10990.68,1,1,0,0,0,0.0,84,0
2099,paid_search,balanced,T2,776.68,1,1,1,0,0,0.0,71,1
2101,social,balanced,T2,38134.78,2,0,1,0,0,0.0,100,0
2102,paid_search,balanced,T1,50626.4,2,0,1,0,0,0.0,179,0
2103,paid_search,aggressive,T3+,14844.03,1,0,0,0,0,0.0,113,0
2104,paid_search,aggressive,T3+,1121.48,7,1,3,0,0,0.0,66,1
2105,bank_partner,balanced,T2,12274.13,1,0,0,0,0,0.0,164,1
2106,paid_search,balanced,T1,18968.7,3,0,1,0,0,0.0,176,1
2107,referral,cautious,T3+,10804.46,2,1,1,0,0,0.0,84,1
2108,organic,balanced,T1,46340.67,4,0,1,0,0,0.0,97,1
2109,referral,cautious,T3+,41414.46,2,0,1,0,0,0.0,111,0
2110,referral,balanced,T2,14401.31,1,0,0,0,0,0.0,297,1
2111,referral,cautious,T3+,11026.33,2,0,0,0,0,0.0,283,1
2115,organic,balanced,T1,7521.31,4,0,2,1,0,1671.95,160,0
2116,paid_search,cautious,T3+,4935.8,2,1,0,0,0,0.0,26,1
2119,bank_partner,cautious,T1,2881.64,2,1,0,0,0,0.0,89,1
2120,paid_search,balanced,T2,10153.94,5,1,1,0,0,0.0,2,0
2121,bank_partner,balanced,T2,14486.46,8,0,3,0,0,0.0,193,1
2122,organic,cautious,T2,5365.74,2,1,0,0,0,0.0,89,1
2123,bank_partner,balanced,T2,6064.56,3,1,0,0,0,0.0,50,1
2124,bank_partner,balanced,T1,4377.1,1,0,0,0,0,0.0,94,1
2125,bank_partner,balanced,T3+,9554.94,0,0,0,0,0,0.0,290,1
2127,organic,balanced,T3+,7442.53,0,0,0,0,0,0.0,358,1
2128,organic,cautious,T1,7011.75,2,2,0,0,0,0.0,3,0
2129,referral,balanced,T2,2970.94,0,0,0,0,0,0.0,365,1
2131,referral,balanced,T2,14158.81,1,1,0,0,0,0.0,32,1
2132,organic,cautious,T2,6471.04,6,1,1,0,0,0.0,88,1
2135,bank_partner,balanced,T3+,57348.16,14,1,9,3,0,17011.52,12,0
2136,paid_search,cautious,T3+,23189.97,3,0,2,0,0,0.0,289,1
2139,bank_partner,balanced,T3+,3510.8,6,1,3,0,0,0.0,35,1
2140,organic,balanced,T2,12933.99,7,0,4,0,0,0.0,116,0
2142,referral,cautious,T2,6667.37,5,3,2,0,0,0.0,41,0
2143,social,balanced,T3+,4500.09,4,1,1,0,0,0.0,7,0
2144,paid_search,aggressive,T1,8200.19,3,0,1,0,0,0.0,173,1
2146,social,balanced,T1,9090.73,2,1,0,0,0,0.0,67,1
2147,organic,balanced,T3+,28544.83,4,1,1,1,0,6551.26,56,1
2150,social,aggressive,T3+,3514.86,2,1,0,0,0,0.0,81,1
2151,referral,balanced,T1,9258.74,4,1,1,0,0,0.0,57,1
2152,organic,aggressive,T3+,3145.51,1,0,0,0,0,0.0,147,1
2153,social,balanced,T1,10322.94,4,0,2,3,2,4563.94,106,1
2154,paid_search,cautious,T2,13338.75,1,0,1,0,0,0.0,305,1
2157,paid_search,aggressive,T2,22626.55,8,1,3,0,0,0.0,86,1
2158,social,aggressive,T1,6265.85,2,2,0,0,0,0.0,3,0
2159,paid_search,balanced,T3+,7405.17,4,0,2,0,0,0.0,102,1
2160,paid_search,aggressive,T3+,6974.99,2,0,2,0,0,0.0,231,1
2161,bank_partner,cautious,T3+,1249.09,7,2,3,0,0,0.0,6,1
2162,social,aggressive,T1,2031.98,0,0,0,0,0,0.0,326,1
2163,organic,balanced,T3+,7881.2,14,10,8,3,1,4405.22,1,0
2164,social,balanced,T3+,23197.3,6,0,3,0,0,0.0,272,1
2165,referral,cautious,T1,40011.88,3,0,0,0,0,0.0,238,1
2167,paid_search,cautious,T1,7328.64,3,0,1,0,0,0.0,142,1
2169,paid_search,balanced,T2,7153.61,5,1,2,0,0,0.0,63,1
2170,bank_partner,cautious,T2,18555.74,1,0,0,0,0,0.0,336,1
2171,referral,balanced,T1,8087.03,4,0,1,0,0,0.0,98,1
2172,bank_partner,balanced,T1,6518.02,4,3,1,0,0,0.0,43,1
2173,social,balanced,T1,1591.64,6,2,3,3,0,415.06,15,1
2174,organic,cautious,T1,3494.12,6,0,4,3,0,1477.76,255,0
2175,organic,aggressive,T3+,2820.92,0,0,0,0,0,0.0,292,0
2176,organic,cautious,T3+,5227.74,2,1,1,0,0,0.0,28,0
2177,social,cautious,T3+,5476.46,5,1,3,0,0,0.0,72,1
2178,organic,cautious,T1,6765.25,2,0,0,0,0,0.0,92,1
2179,social,balanced,T2,13148.62,6,0,1,0,0,0.0,141,0
2180,organic,cautious,T2,3676.77,4,0,2,0,0,0.0,122,1
2181,organic,aggressive,T2,27520.72,0,0,0,0,0,0.0,102,0
2182,referral,cautious,T2,11610.63,5,0,1,0,0,0.0,180,0
2183,paid_search,balanced,T3+,4502.97,4,0,1,0,0,0.0,95,1
2184,paid_search,balanced,T2,11717.43,1,0,0,0,0,0.0,103,1
2187,referral,balanced,T2,28429.58,6,1,1,0,0,0.0,80,0
2188,paid_search,cautious,T2,4940.7,3,0,2,0,0,0.0,114,1
2189,paid_search,aggressive,T2,32947.54,2,0,0,0,0,0.0,228,1
2190,organic,balanced,T3+,3801.68,4,1,1,0,0,0.0,79,1
2191,social,cautious,T3+,11977.02,4,0,2,0,0,0.0,240,1
2192,paid_search,cautious,T3+,7454.64,4,4,2,0,0,0.0,15,0
2193,social,aggressive,T1,17349.82,4,0,2,0,0,0.0,331,1
2194,bank_partner,cautious,T3+,10490.31,2,0,1,0,0,0.0,108,1
2195,organic,balanced,T1,16310.31,2,0,1,0,0,0.0,121,1
2196,referral,cautious,T3+,10238.38,2,0,1,0,0,0.0,191,1
2198,social,balanced,T2,8887.49,3,2,2,2,2,3431.74,25,1
2199,referral,balanced,T2,7261.44,7,2,3,1,0,2963.97,52,0
2200,paid_search,balanced,T3+,7241.26,6,0,2,0,0,0.0,163,1
2201,social,balanced,T3+,926.88,2,0,1,0,0,0.0,209,1
2202,referral,aggressive,T2,8806.66,4,0,2,0,0,0.0,224,1
2203,bank_partner,balanced,T1,17030.84,6,4,0,0,0,0.0,19,0
2205,social,balanced,T2,1326.68,4,2,2,0,0,0.0,72,1
2206,referral,balanced,T1,26336.76,1,0,0,0,0,0.0,133,1
2208,organic,aggressive,T2,6962.05,7,1,3,0,0,0.0,9,1
2209,paid_search,cautious,T2,22614.98,2,0,1,0,0,0.0,230,0
2210,organic,aggressive,T3+,28893.14,2,1,2,0,0,0.0,68,0
2211,bank_partner,aggressive,T1,5323.29,6,4,4,3,2,1260.94,45,1
2214,paid_search,cautious,T3+,4151.16,4,2,2,0,0,0.0,43,1
2215,paid_search,balanced,T2,57103.45,4,0,2,0,0,0.0,105,1
2216,paid_search,balanced,T1,24966.79,7,4,6,1,0,9396.7,27,0
2218,social,aggressive,T2,16356.08,1,0,1,0,0,0.0,300,1
2219,organic,balanced,T1,4376.44,0,0,0,0,0,0.0,305,1
2220,organic,balanced,T3+,9850.67,9,0,6,1,0,3424.88,97,1
2221,referral,balanced,T2,1407.02,4,0,1,0,0,0.0,138,1
2222,referral,aggressive,T2,21650.4,5,0,2,3,0,12724.89,208,1
2223,paid_search,balanced,T2,2752.33,4,1,2,1,0,283.38,77,0
2224,organic,balanced,T1,63936.74,0,0,0,0,0,0.0,117,0
2225,organic,cautious,T2,7508.21,2,0,1,0,0,0.0,96,1
2226,paid_search,cautious,T2,11342.82,5,1,2,0,0,0.0,14,1
2227,organic,balanced,T1,33188.1,3,1,2,0,0,0.0,23,1
2228,organic,cautious,T1,15072.47,3,1,2,0,0,0.0,9,1
2229,paid_search,cautious,T3+,32955.78,2,1,1,0,0,0.0,12,1
2230,organic,balanced,T3+,14526.72,5,0,3,0,0,0.0,104,1
2231,organic,balanced,T2,2811.96,1,0,0,0,0,0.0,172,1
2232,referral,balanced,T1,10491.19,8,3,3,0,0,0.0,26,0
2234,bank_partner,aggressive,T1,1765.29,4,4,0,0,0,0.0,23,0
2235,organic,cautious,T3+,28181.9,1,0,1,0,0,0.0,248,1
2236,social,cautious,T2,5404.81,3,1,0,0,0,0.0,14,0
2237,organic,cautious,T1,4503.13,2,0,1,0,0,0.0,264,1
2238,organic,cautious,T1,4664.98,2,0,0,0,0,0.0,128,1
2240,organic,balanced,T1,38745.31,2,2,1,0,0,0.0,17,1
2242,organic,cautious,T1,6587.67,3,1,0,0,0,0.0,9,1
2243,paid_search,balanced,T3+,6987.18,4,0,1,0,0,0.0,219,1
2244,paid_search,cautious,T2,19738.01,1,0,1,0,0,0.0,169,1
2245,paid_search,balanced,T3+,257721.3,1,0,1,0,0,0.0,147,1
2246,organic,aggressive,T3+,3720.2,2,0,0,0,0,0.0,229,1
2247,organic,balanced,T2,51267.57,1,0,1,0,0,0.0,188,0
2248,bank_partner,cautious,T3+,9590.16,6,0,1,0,0,0.0,150,1
2250,referral,balanced,T3+,2851.63,3,0,0,0,0,0.0,117,0
2251,organic,balanced,T3+,9671.89,2,0,0,0,0,0.0,180,1
2252,social,balanced,T1,5520.24,2,1,1,0,0,0.0,67,0
2253,paid_search,balanced,T2,42444.31,6,0,2,1,0,4763.85,175,1
2254,bank_partner,balanced,T3+,3858.22,7,0,3,3,0,768.73,125,1
2256,bank_partner,balanced,T3+,4380.87,3,0,1,0,0,0.0,231,1
2257,organic,cautious,T3+,60327.24,14,1,2,3,0,19330.47,16,1
2261,paid_search,cautious,T2,4907.76,1,1,0,2,2,1843.19,70,0
2262,organic,balanced,T3+,7955.41,5,3,1,0,0,0.0,46,0
2263,paid_search,cautious,T2,24619.89,4,4,3,0,0,0.0,52,1
2264,organic,cautious,T2,4086.4,3,1,2,0,0,0.0,9,1
2267,organic,balanced,T2,11481.1,2,1,1,0,0,0.0,6,1
2268,referral,balanced,T2,15991.18,1,0,0,0,0,0.0,97,1
2269,paid_search,cautious,T3+,26796.51,5,1,1,0,0,0.0,76,1
2270,organic,cautious,T2,14132.03,2,0,0,0,0,0.0,227,1
2271,organic,balanced,T3+,2534.05,3,2,0,0,0,0.0,87,0
2273,bank_partner,balanced,T3+,769.17,4,0,2,0,0,0.0,118,1
2274,organic,cautious,T1,32949.92,2,0,0,0,0,0.0,121,1
2275,paid_search,cautious,T2,16700.88,1,1,0,0,0,0.0,63,1
2276,social,cautious,T3+,78818.78,3,2,0,0,0,0.0,4,1
2277,organic,cautious,T3+,172525.6,2,2,0,0,0,0.0,55,0
2279,bank_partner,cautious,T2,45380.09,4,1,3,0,0,0.0,29,1
2281,referral,balanced,T2,13243.31,2,1,1,0,0,0.0,4,1
2283,paid_search,cautious,T1,41703.82,1,1,0,0,0,0.0,59,1
2284,paid_search,balanced,T1,10452.59,2,0,0,0,0,0.0,130,1
2287,paid_search,balanced,T3+,5244.71,1,0,1,0,0,0.0,131,1
2288,paid_search,balanced,T1,3736.83,1,0,0,0,0,0.0,134,0
2289,social,balanced,T3+,10061.59,5,2,2,0,0,0.0,35,1
2290,organic,aggressive,T1,32302.06,4,1,1,0,0,0.0,32,1
2291,bank_partner,balanced,T2,8835.14,2,0,1,0,0,0.0,278,1
2293,organic,balanced,T1,8013.64,4,2,1,0,0,0.0,4,0
2294,bank_partner,cautious,T3+,2629.09,2,0,0,0,0,0.0,206,1
2295,organic,balanced,T1,62311.26,5,0,2,0,0,0.0,140,0
2296,paid_search,cautious,T3+,500.0,5,1,2,0,0,0.0,50,1
2297,organic,balanced,T3+,24647.1,4,0,1,0,0,0.0,139,1
2298,paid_search,balanced,T3+,1168.58,1,0,0,0,0,0.0,251,0
2299,paid_search,aggressive,T2,6781.8,5,1,1,0,0,0.0,77,1
2300,paid_search,balanced,T3+,28285.74,1,0,1,0,0,0.0,120,1
2301,social,cautious,T2,10273.13,3,3,1,0,0,0.0,40,1
2302,organic,cautious,T3+,80336.82,4,3,2,0,0,0.0,27,0
2304,organic,balanced,T2,47863.09,7,1,3,0,0,0.0,63,1
2305,organic,cautious,T1,4940.05,2,0,2,0,0,0.0,221,1
2306,referral,aggressive,T3+,16469.17,2,1,0,0,0,0.0,76,1
2307,organic,cautious,T1,4817.46,4,0,3,0,0,0.0,124,0
2309,bank_partner,cautious,T3+,6894.53,9,0,3,5,0,4502.96,208,1
2311,organic,aggressive,T1,3534.86,1,0,0,0,0,0.0,199,1
2312,social,balanced,T1,8810.36,4,1,0,0,0,0.0,79,1
2314,bank_partner,balanced,T2,34760.35,10,1,8,3,0,6385.299999999999,66,0
2315,organic,cautious,T2,2265.14,2,0,1,0,0,0.0,149,1
2316,referral,aggressive,T3+,18035.27,4,0,1,0,0,0.0,176,1
2318,paid_search,balanced,T2,11334.76,1,0,0,0,0,0.0,137,0
2319,paid_search,balanced,T1,7600.97,3,0,3,0,0,0.0,125,1
2320,paid_search,balanced,T2,7739.51,3,0,0,0,0,0.0,273,1
2321,organic,cautious,T1,6278.39,6,0,2,4,0,3478.9,107,0
2322,referral,aggressive,T2,33543.24,2,1,0,0,0,0.0,67,1
2324,bank_partner,balanced,T2,7421.08,2,0,1,0,0,0.0,249,0
2327,referral,balanced,T1,22058.88,13,0,7,3,0,7918.7699999999995,126,1
2328,bank_partner,cautious,T1,8752.8,6,2,4,0,0,0.0,82,1
2329,bank_partner,balanced,T1,42018.27,4,0,1,0,0,0.0,146,1
2331,paid_search,balanced,T3+,37768.76,4,0,1,0,0,0.0,169,0
2332,referral,aggressive,T2,10620.99,8,0,4,5,1,5440.17,101,1
2333,paid_search,cautious,T2,30979.51,2,0,0,0,0,0.0,154,0
2334,paid_search,aggressive,T2,2590.28,4,0,0,0,0,0.0,226,1
2335,referral,cautious,T2,15367.02,4,4,1,0,0,0.0,32,1
2337,paid_search,aggressive,T2,52707.13,15,13,8,1,1,13890.9,2,1
2338,referral,cautious,T3+,27095.22,6,0,2,0,0,0.0,124,1
2339,social,balanced,T2,11087.75,4,0,0,0,0,0.0,157,1
2340,organic,balanced,T3+,11610.36,2,0,0,0,0,0.0,157,1
2342,social,balanced,T2,9852.74,1,1,1,0,0,0.0,47,1
2343,paid_search,balanced,T2,33328.87,8,1,4,2,0,13832.29,53,1
2344,social,cautious,T1,3401.18,4,0,2,0,0,0.0,114,0
2345,paid_search,balanced,T3+,3123.97,3,0,2,0,0,0.0,116,1
2346,social,cautious,T2,12445.35,3,0,1,0,0,0.0,204,0
2347,paid_search,cautious,T2,2844.71,3,2,2,0,0,0.0,61,0
2348,paid_search,balanced,T3+,20572.44,2,1,2,0,0,0.0,79,1
2349,organic,balanced,T3+,837.75,3,0,1,0,0,0.0,250,1
2350,organic,aggressive,T1,8687.83,7,0,2,0,0,0.0,267,1
2351,paid_search,cautious,T1,20507.73,2,2,2,0,0,0.0,10,1
2353,referral,balanced,T1,3395.8,6,0,4,0,0,0.0,114,0
2354,bank_partner,cautious,T2,1601.32,2,0,1,0,0,0.0,234,1
2355,organic,balanced,T3+,1211.84,2,2,1,0,0,0.0,3,1
2357,bank_partner,balanced,T3+,3436.75,2,0,0,0,0,0.0,149,1
2359,bank_partner,aggressive,T2,14454.26,0,0,0,0,0,0.0,318,1
2360,social,balanced,T1,24129.02,0,0,0,0,0,0.0,186,1
2361,paid_search,cautious,T1,20010.27,3,0,1,0,0,0.0,267,1
2362,referral,cautious,T2,18265.69,5,3,2,0,0,0.0,24,1
2363,paid_search,balanced,T3+,3196.09,4,2,4,0,0,0.0,82,1
2364,organic,cautious,T3+,35925.64,4,0,1,0,0,0.0,203,0
2365,referral,cautious,T3+,42461.31,1,0,0,0,0,0.0,112,1
2366,paid_search,cautious,T3+,2178.39,2,0,1,0,0,0.0,214,1
