user_id,risk_profile,acquisition_channel,aum,buy_frequency,last_buy_at,aum_quartile,frequency_quartile,strategy_segment
1004,aggressive,social,0.0,0,,0,0,low_engagement
1005,cautious,organic,0.0,0,,0,0,low_engagement
1007,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1008,aggressive,paid_search,0.0,0,,0,0,low_engagement
1009,cautious,bank_partner,0.0,0,,0,0,low_engagement
1011,cautious,organic,0.0,0,,0,0,low_engagement
1013,aggressive,organic,0.0,0,,0,0,low_engagement
1014,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1015,cautious,social,0.0,0,,0,0,low_engagement
1016,cautious,referral,0.0,0,,0,0,cash_rich_noninvestor
1017,balanced,organic,0.0,0,,0,0,low_engagement
1018,balanced,paid_search,0.0,0,,0,0,low_engagement
1019,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1020,aggressive,paid_search,0.0,0,,0,0,low_engagement
1021,cautious,organic,0.0,0,,0,0,low_engagement
1023,balanced,bank_partner,0.0,0,,0,0,low_engagement
1024,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1025,cautious,social,0.0,0,,0,0,low_engagement
1027,balanced,organic,0.0,0,,0,0,low_engagement
1028,balanced,organic,0.0,0,,0,0,low_engagement
1029,balanced,paid_search,0.0,0,,0,0,low_engagement
1030,balanced,social,0.0,0,,0,0,low_engagement
1031,aggressive,social,0.0,0,,0,0,cash_rich_noninvestor
1032,balanced,organic,0.0,0,,0,0,low_engagement
1033,balanced,referral,0.0,0,,0,0,low_engagement
1034,balanced,referral,0.0,0,,0,0,low_engagement
1035,balanced,paid_search,0.0,0,,0,0,low_engagement
1036,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1037,cautious,bank_partner,0.0,0,,0,0,low_engagement
1038,balanced,bank_partner,0.0,0,,0,0,low_engagement
1039,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1040,balanced,social,0.0,0,,0,0,low_engagement
1041,cautious,organic,0.0,0,,0,0,low_engagement
1042,aggressive,social,0.0,0,,0,0,cash_rich_noninvestor
1043,cautious,organic,0.0,0,,0,0,low_engagement
1044,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1045,cautious,bank_partner,0.0,0,,0,0,low_engagement
1046,balanced,paid_search,0.0,0,,0,0,low_engagement
1047,balanced,paid_search,0.0,0,,0,0,low_engagement
1048,balanced,paid_search,0.0,0,,0,0,low_engagement
1049,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1050,balanced,organic,0.0,0,,0,0,low_engagement
1051,cautious,social,0.0,0,,0,0,low_engagement
1052,balanced,organic,0.0,0,,0,0,low_engagement
1053,balanced,social,0.0,0,,0,0,low_engagement
1054,aggressive,organic,0.0,0,,0,0,low_engagement
1055,cautious,referral,0.0,0,,0,0,low_engagement
1056,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1057,balanced,referral,0.0,0,,0,0,low_engagement
1058,cautious,paid_search,0.0,0,,0,0,low_engagement
1060,cautious,organic,0.0,0,,0,0,low_engagement
1061,cautious,organic,0.0,0,,0,0,low_engagement
1063,cautious,organic,0.0,0,,0,0,low_engagement
1064,cautious,social,0.0,0,,0,0,low_engagement
1065,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1066,balanced,bank_partner,0.0,0,,0,0,low_engagement
1067,cautious,organic,0.0,0,,0,0,low_engagement
1068,cautious,paid_search,0.0,0,,0,0,low_engagement
1069,balanced,referral,0.0,0,,0,0,low_engagement
1070,cautious,organic,0.0,0,,0,0,low_engagement
1071,balanced,social,0.0,0,,0,0,low_engagement
1073,aggressive,organic,0.0,0,,0,0,low_engagement
1074,balanced,social,0.0,0,,0,0,low_engagement
1076,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1077,aggressive,paid_search,0.0,0,,0,0,low_engagement
1078,cautious,social,0.0,0,,0,0,low_engagement
1080,cautious,paid_search,0.0,0,,0,0,low_engagement
1081,balanced,organic,0.0,0,,0,0,low_engagement
1082,balanced,organic,0.0,0,,0,0,low_engagement
1084,cautious,paid_search,0.0,0,,0,0,low_engagement
1085,aggressive,social,0.0,0,,0,0,low_engagement
1086,cautious,organic,0.0,0,,0,0,low_engagement
1087,cautious,bank_partner,0.0,0,,0,0,low_engagement
1089,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1090,balanced,social,0.0,0,,0,0,low_engagement
1091,aggressive,paid_search,0.0,0,,0,0,low_engagement
1092,aggressive,paid_search,0.0,0,,0,0,low_engagement
1093,aggressive,social,0.0,0,,0,0,low_engagement
1094,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1095,cautious,referral,0.0,0,,0,0,low_engagement
1096,balanced,referral,0.0,0,,0,0,low_engagement
1097,cautious,organic,0.0,0,,0,0,low_engagement
1098,balanced,organic,0.0,0,,0,0,low_engagement
1099,balanced,organic,0.0,0,,0,0,low_engagement
1100,cautious,organic,0.0,0,,0,0,low_engagement
1101,balanced,social,0.0,0,,0,0,low_engagement
1102,cautious,paid_search,0.0,0,,0,0,low_engagement
1103,cautious,bank_partner,0.0,0,,0,0,low_engagement
1104,cautious,paid_search,0.0,0,,0,0,low_engagement
1106,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1107,balanced,social,0.0,0,,0,0,low_engagement
1110,balanced,social,0.0,0,,0,0,low_engagement
1111,aggressive,referral,0.0,0,,0,0,low_engagement
1112,cautious,paid_search,0.0,0,,0,0,low_engagement
1113,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1114,cautious,organic,0.0,0,,0,0,low_engagement
1115,cautious,referral,0.0,0,,0,0,low_engagement
1116,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1117,balanced,social,0.0,0,,0,0,low_engagement
1119,aggressive,organic,0.0,0,,0,0,low_engagement
1120,cautious,organic,0.0,0,,0,0,low_engagement
1121,balanced,paid_search,0.0,0,,0,0,low_engagement
1122,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1123,cautious,organic,0.0,0,,0,0,low_engagement
1124,balanced,bank_partner,0.0,0,,0,0,low_engagement
1126,cautious,referral,0.0,0,,0,0,low_engagement
1127,cautious,social,0.0,0,,0,0,cash_rich_noninvestor
1128,balanced,referral,0.0,0,,0,0,low_engagement
1130,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1131,aggressive,referral,0.0,0,,0,0,cash_rich_noninvestor
1132,balanced,paid_search,0.0,0,,0,0,low_engagement
1133,cautious,social,0.0,0,,0,0,cash_rich_noninvestor
1134,balanced,social,0.0,0,,0,0,low_engagement
1136,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1138,balanced,organic,0.0,0,,0,0,low_engagement
1139,aggressive,social,0.0,0,,0,0,low_engagement
1140,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1141,cautious,paid_search,0.0,0,,0,0,low_engagement
1142,cautious,paid_search,0.0,0,,0,0,low_engagement
1144,balanced,referral,0.0,0,,0,0,low_engagement
1145,balanced,referral,0.0,0,,0,0,low_engagement
1146,cautious,social,0.0,0,,0,0,cash_rich_noninvestor
1147,balanced,social,0.0,0,,0,0,low_engagement
1148,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1149,aggressive,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1150,aggressive,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1151,balanced,organic,0.0,0,,0,0,low_engagement
1152,balanced,social,0.0,0,,0,0,low_engagement
1153,balanced,organic,0.0,0,,0,0,low_engagement
1154,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1155,cautious,referral,0.0,0,,0,0,low_engagement
1157,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1158,aggressive,organic,0.0,0,,0,0,low_engagement
1159,balanced,social,0.0,0,,0,0,low_engagement
1160,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1161,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1162,cautious,bank_partner,0.0,0,,0,0,low_engagement
1163,cautious,bank_partner,0.0,0,,0,0,low_engagement
1165,balanced,referral,0.0,0,,0,0,low_engagement
1166,balanced,paid_search,0.0,0,,0,0,low_engagement
1167,cautious,social,0.0,0,,0,0,low_engagement
1168,cautious,organic,0.0,0,,0,0,low_engagement
1169,cautious,social,0.0,0,,0,0,low_engagement
1170,cautious,referral,0.0,0,,0,0,low_engagement
1171,aggressive,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1172,cautious,referral,0.0,0,,0,0,low_engagement
1173,aggressive,referral,0.0,0,,0,0,low_engagement
1177,balanced,social,0.0,0,,0,0,low_engagement
1178,cautious,organic,0.0,0,,0,0,low_engagement
1179,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1180,balanced,organic,0.0,0,,0,0,low_engagement
1181,cautious,organic,0.0,0,,0,0,low_engagement
1182,cautious,referral,0.0,0,,0,0,low_engagement
1183,balanced,organic,0.0,0,,0,0,low_engagement
1184,cautious,paid_search,0.0,0,,0,0,low_engagement
1185,balanced,referral,0.0,0,,0,0,low_engagement
1186,balanced,organic,0.0,0,,0,0,low_engagement
1187,cautious,organic,0.0,0,,0,0,low_engagement
1188,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1190,cautious,paid_search,0.0,0,,0,0,low_engagement
1191,cautious,social,0.0,0,,0,0,low_engagement
1192,aggressive,referral,0.0,0,,0,0,low_engagement
1194,cautious,social,0.0,0,,0,0,low_engagement
1195,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1196,balanced,paid_search,0.0,0,,0,0,low_engagement
1197,aggressive,paid_search,0.0,0,,0,0,low_engagement
1198,balanced,paid_search,0.0,0,,0,0,low_engagement
1199,cautious,bank_partner,0.0,0,,0,0,low_engagement
1200,aggressive,paid_search,0.0,0,,0,0,low_engagement
1201,balanced,organic,0.0,0,,0,0,low_engagement
1202,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1203,balanced,bank_partner,0.0,0,,0,0,low_engagement
1204,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1206,balanced,paid_search,0.0,0,,0,0,low_engagement
1208,cautious,organic,0.0,0,,0,0,low_engagement
1209,cautious,organic,0.0,0,,0,0,low_engagement
1210,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1212,cautious,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1213,cautious,organic,0.0,0,,0,0,low_engagement
1214,balanced,organic,0.0,0,,0,0,low_engagement
1215,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1217,balanced,bank_partner,0.0,0,,0,0,low_engagement
1218,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1219,cautious,referral,0.0,0,,0,0,low_engagement
1220,cautious,paid_search,0.0,0,,0,0,low_engagement
1221,balanced,bank_partner,0.0,0,,0,0,low_engagement
1222,cautious,social,0.0,0,,0,0,low_engagement
1223,balanced,bank_partner,0.0,0,,0,0,low_engagement
1224,balanced,paid_search,0.0,0,,0,0,low_engagement
1226,balanced,organic,0.0,0,,0,0,low_engagement
1227,cautious,organic,0.0,0,,0,0,low_engagement
1228,cautious,paid_search,0.0,0,,0,0,low_engagement
1229,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1230,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1231,cautious,social,0.0,0,,0,0,low_engagement
1232,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1233,cautious,bank_partner,0.0,0,,0,0,low_engagement
1236,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1237,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1238,cautious,organic,0.0,0,,0,0,low_engagement
1239,cautious,organic,0.0,0,,0,0,low_engagement
1240,cautious,social,0.0,0,,0,0,low_engagement
1241,balanced,referral,0.0,0,,0,0,low_engagement
1242,cautious,organic,0.0,0,,0,0,low_engagement
1244,cautious,referral,0.0,0,,0,0,low_engagement
1245,cautious,organic,0.0,0,,0,0,low_engagement
1246,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1247,cautious,paid_search,0.0,0,,0,0,low_engagement
1248,balanced,organic,0.0,0,,0,0,low_engagement
1249,balanced,social,0.0,0,,0,0,low_engagement
1250,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1251,balanced,paid_search,0.0,0,,0,0,low_engagement
1252,balanced,paid_search,0.0,0,,0,0,low_engagement
1253,cautious,organic,0.0,0,,0,0,low_engagement
1254,balanced,organic,0.0,0,,0,0,low_engagement
1256,balanced,organic,0.0,0,,0,0,low_engagement
1257,balanced,paid_search,0.0,0,,0,0,low_engagement
1258,balanced,bank_partner,0.0,0,,0,0,low_engagement
1259,cautious,bank_partner,0.0,0,,0,0,low_engagement
1260,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1261,balanced,bank_partner,0.0,0,,0,0,low_engagement
1262,aggressive,paid_search,0.0,0,,0,0,low_engagement
1263,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1264,aggressive,social,0.0,0,,0,0,low_engagement
1265,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1266,balanced,organic,0.0,0,,0,0,low_engagement
1268,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1269,balanced,social,0.0,0,,0,0,low_engagement
1270,aggressive,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1271,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1272,cautious,paid_search,0.0,0,,0,0,low_engagement
1273,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1274,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1275,cautious,referral,0.0,0,,0,0,low_engagement
1276,cautious,organic,0.0,0,,0,0,low_engagement
1277,balanced,organic,0.0,0,,0,0,low_engagement
1278,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1279,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1280,cautious,social,0.0,0,,0,0,low_engagement
1281,cautious,paid_search,0.0,0,,0,0,low_engagement
1282,aggressive,social,0.0,0,,0,0,low_engagement
1283,aggressive,paid_search,0.0,0,,0,0,low_engagement
1285,balanced,paid_search,0.0,0,,0,0,low_engagement
1286,cautious,social,0.0,0,,0,0,low_engagement
1287,cautious,referral,0.0,0,,0,0,low_engagement
1288,aggressive,referral,0.0,0,,0,0,low_engagement
1289,cautious,social,0.0,0,,0,0,low_engagement
1290,cautious,social,0.0,0,,0,0,low_engagement
1291,aggressive,referral,0.0,0,,0,0,low_engagement
1292,cautious,paid_search,0.0,0,,0,0,low_engagement
1293,balanced,organic,0.0,0,,0,0,low_engagement
1294,cautious,organic,0.0,0,,0,0,low_engagement
1295,cautious,organic,0.0,0,,0,0,low_engagement
1296,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1297,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1299,cautious,organic,0.0,0,,0,0,low_engagement
1300,cautious,paid_search,0.0,0,,0,0,low_engagement
1301,balanced,paid_search,0.0,0,,0,0,low_engagement
1302,balanced,referral,0.0,0,,0,0,low_engagement
1303,cautious,organic,0.0,0,,0,0,low_engagement
1304,balanced,social,0.0,0,,0,0,low_engagement
1305,balanced,referral,0.0,0,,0,0,low_engagement
1307,balanced,social,0.0,0,,0,0,low_engagement
1308,cautious,organic,0.0,0,,0,0,low_engagement
1309,balanced,referral,0.0,0,,0,0,low_engagement
1310,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1311,balanced,paid_search,0.0,0,,0,0,low_engagement
1312,balanced,paid_search,0.0,0,,0,0,low_engagement
1313,balanced,social,0.0,0,,0,0,low_engagement
1314,cautious,paid_search,0.0,0,,0,0,low_engagement
1316,balanced,referral,0.0,0,,0,0,cash_rich_noninvestor
1317,balanced,paid_search,0.0,0,,0,0,low_engagement
1318,aggressive,social,0.0,0,,0,0,low_engagement
1319,balanced,social,0.0,0,,0,0,low_engagement
1321,balanced,social,0.0,0,,0,0,low_engagement
1322,cautious,paid_search,0.0,0,,0,0,low_engagement
1323,cautious,paid_search,0.0,0,,0,0,low_engagement
1324,balanced,bank_partner,0.0,0,,0,0,cash_rich_noninvestor
1326,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1327,aggressive,referral,0.0,0,,0,0,low_engagement
1328,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1329,cautious,referral,0.0,0,,0,0,cash_rich_noninvestor
1330,balanced,organic,0.0,0,,0,0,low_engagement
1331,aggressive,referral,0.0,0,,0,0,low_engagement
1332,cautious,social,0.0,0,,0,0,low_engagement
1334,balanced,paid_search,0.0,0,,0,0,low_engagement
1335,cautious,social,0.0,0,,0,0,low_engagement
1337,balanced,bank_partner,0.0,0,,0,0,low_engagement
1338,cautious,bank_partner,0.0,0,,0,0,low_engagement
1339,aggressive,paid_search,0.0,0,,0,0,low_engagement
1341,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1342,balanced,bank_partner,0.0,0,,0,0,low_engagement
1343,aggressive,social,0.0,0,,0,0,low_engagement
1344,balanced,organic,0.0,0,,0,0,low_engagement
1346,cautious,paid_search,0.0,0,,0,0,low_engagement
1348,balanced,organic,0.0,0,,0,0,low_engagement
1349,cautious,referral,0.0,0,,0,0,cash_rich_noninvestor
1350,cautious,organic,0.0,0,,0,0,low_engagement
1351,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1352,balanced,organic,0.0,0,,0,0,low_engagement
1353,cautious,organic,0.0,0,,0,0,low_engagement
1355,cautious,paid_search,0.0,0,,0,0,low_engagement
1356,cautious,referral,0.0,0,,0,0,low_engagement
1358,balanced,social,0.0,0,,0,0,low_engagement
1359,cautious,organic,0.0,0,,0,0,low_engagement
1360,balanced,social,0.0,0,,0,0,low_engagement
1361,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1362,cautious,paid_search,0.0,0,,0,0,low_engagement
1363,balanced,organic,0.0,0,,0,0,low_engagement
1364,cautious,referral,0.0,0,,0,0,low_engagement
1365,balanced,social,0.0,0,,0,0,low_engagement
1366,balanced,referral,0.0,0,,0,0,low_engagement
1367,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1368,balanced,organic,0.0,0,,0,0,low_engagement
1369,balanced,referral,0.0,0,,0,0,low_engagement
1370,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1371,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1372,cautious,organic,0.0,0,,0,0,low_engagement
1373,aggressive,organic,0.0,0,,0,0,low_engagement
1375,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1377,aggressive,social,0.0,0,,0,0,low_engagement
1378,aggressive,organic,0.0,0,,0,0,low_engagement
1380,balanced,bank_partner,0.0,0,,0,0,low_engagement
1382,balanced,bank_partner,0.0,0,,0,0,low_engagement
1383,cautious,referral,0.0,0,,0,0,low_engagement
1384,balanced,social,0.0,0,,0,0,low_engagement
1385,cautious,organic,0.0,0,,0,0,low_engagement
1386,aggressive,paid_search,0.0,0,,0,0,low_engagement
1388,balanced,social,0.0,0,,0,0,low_engagement
1389,cautious,organic,0.0,0,,0,0,low_engagement
1390,balanced,organic,0.0,0,,0,0,low_engagement
1391,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1392,cautious,paid_search,0.0,0,,0,0,low_engagement
1393,balanced,bank_partner,0.0,0,,0,0,low_engagement
1394,balanced,organic,0.0,0,,0,0,low_engagement
1395,aggressive,paid_search,0.0,0,,0,0,low_engagement
1396,balanced,bank_partner,0.0,0,,0,0,low_engagement
1397,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1398,aggressive,paid_search,0.0,0,,0,0,low_engagement
1399,balanced,organic,0.0,0,,0,0,low_engagement
1400,cautious,referral,0.0,0,,0,0,cash_rich_noninvestor
1401,cautious,social,0.0,0,,0,0,cash_rich_noninvestor
1402,balanced,social,0.0,0,,0,0,low_engagement
1405,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1406,balanced,paid_search,0.0,0,,0,0,low_engagement
1407,aggressive,organic,0.0,0,,0,0,low_engagement
1408,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1409,cautious,social,0.0,0,,0,0,low_engagement
1410,cautious,social,0.0,0,,0,0,low_engagement
1412,cautious,organic,0.0,0,,0,0,low_engagement
1414,balanced,social,0.0,0,,0,0,low_engagement
1415,cautious,bank_partner,0.0,0,,0,0,low_engagement
1416,cautious,organic,0.0,0,,0,0,low_engagement
1417,aggressive,organic,0.0,0,,0,0,low_engagement
1418,balanced,organic,0.0,0,,0,0,low_engagement
1420,aggressive,paid_search,0.0,0,,0,0,low_engagement
1421,aggressive,referral,0.0,0,,0,0,low_engagement
1423,cautious,organic,0.0,0,,0,0,low_engagement
1424,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1425,balanced,social,0.0,0,,0,0,low_engagement
1427,balanced,organic,0.0,0,,0,0,low_engagement
1430,balanced,paid_search,0.0,0,,0,0,low_engagement
1431,balanced,social,0.0,0,,0,0,low_engagement
1432,cautious,referral,0.0,0,,0,0,low_engagement
1433,balanced,paid_search,0.0,0,,0,0,low_engagement
1434,cautious,bank_partner,0.0,0,,0,0,low_engagement
1435,cautious,organic,0.0,0,,0,0,low_engagement
1436,cautious,social,0.0,0,,0,0,low_engagement
1437,aggressive,organic,0.0,0,,0,0,low_engagement
1439,balanced,referral,0.0,0,,0,0,cash_rich_noninvestor
1440,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1443,cautious,paid_search,0.0,0,,0,0,low_engagement
1444,balanced,social,0.0,0,,0,0,low_engagement
1445,cautious,social,0.0,0,,0,0,low_engagement
1446,cautious,organic,0.0,0,,0,0,low_engagement
1447,balanced,referral,0.0,0,,0,0,low_engagement
1448,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1449,aggressive,referral,0.0,0,,0,0,low_engagement
1450,aggressive,paid_search,0.0,0,,0,0,low_engagement
1453,cautious,paid_search,0.0,0,,0,0,low_engagement
1454,cautious,organic,0.0,0,,0,0,low_engagement
1455,cautious,paid_search,0.0,0,,0,0,low_engagement
1456,balanced,social,0.0,0,,0,0,low_engagement
1457,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1458,balanced,organic,0.0,0,,0,0,low_engagement
1459,cautious,organic,0.0,0,,0,0,low_engagement
1460,cautious,referral,0.0,0,,0,0,low_engagement
1461,balanced,organic,0.0,0,,0,0,low_engagement
1462,balanced,organic,0.0,0,,0,0,low_engagement
1463,balanced,referral,0.0,0,,0,0,low_engagement
1464,cautious,paid_search,0.0,0,,0,0,low_engagement
1465,cautious,organic,0.0,0,,0,0,low_engagement
1466,cautious,organic,0.0,0,,0,0,low_engagement
1467,balanced,social,0.0,0,,0,0,low_engagement
1468,cautious,organic,0.0,0,,0,0,cash_rich_noninvestor
1469,cautious,organic,0.0,0,,0,0,low_engagement
1470,aggressive,organic,0.0,0,,0,0,low_engagement
1471,cautious,paid_search,0.0,0,,0,0,low_engagement
1472,cautious,paid_search,0.0,0,,0,0,low_engagement
1473,balanced,bank_partner,0.0,0,,0,0,low_engagement
1474,cautious,organic,0.0,0,,0,0,low_engagement
1475,balanced,bank_partner,0.0,0,,0,0,low_engagement
1476,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1477,cautious,referral,0.0,0,,0,0,cash_rich_noninvestor
1479,aggressive,organic,0.0,0,,0,0,low_engagement
1480,aggressive,paid_search,0.0,0,,0,0,low_engagement
1481,aggressive,social,0.0,0,,0,0,cash_rich_noninvestor
1482,balanced,bank_partner,0.0,0,,0,0,low_engagement
1483,balanced,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1485,cautious,paid_search,0.0,0,,0,0,low_engagement
1486,balanced,organic,0.0,0,,0,0,low_engagement
1487,balanced,paid_search,0.0,0,,0,0,low_engagement
1489,aggressive,paid_search,0.0,0,,0,0,low_engagement
1490,cautious,social,0.0,0,,0,0,low_engagement
1493,aggressive,paid_search,0.0,0,,0,0,low_engagement
1494,aggressive,referral,0.0,0,,0,0,cash_rich_noninvestor
1495,aggressive,bank_partner,0.0,0,,0,0,low_engagement
1496,cautious,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1497,balanced,paid_search,0.0,0,,0,0,low_engagement
1498,cautious,paid_search,0.0,0,,0,0,low_engagement
1499,cautious,social,0.0,0,,0,0,low_engagement
1500,aggressive,social,0.0,0,,0,0,low_engagement
1501,cautious,referral,0.0,0,,0,0,low_engagement
1502,balanced,organic,0.0,0,,0,0,low_engagement
1503,cautious,referral,0.0,0,,0,0,low_engagement
1504,cautious,social,0.0,0,,0,0,low_engagement
1506,balanced,paid_search,0.0,0,,0,0,low_engagement
1507,aggressive,paid_search,0.0,0,,0,0,cash_rich_noninvestor
1508,balanced,social,0.0,0,,0,0,low_engagement
1509,balanced,referral,0.0,0,,0,0,low_engagement
1511,aggressive,organic,0.0,0,,0,0,low_engagement
1512,balanced,social,0.0,0,,0,0,low_engagement
1513,cautious,social,0.0,0,,0,0,low_engagement
1514,cautious,paid_search,0.0,0,,0,0,low_engagement
1516,balanced,bank_partner,0.0,0,,0,0,low_engagement
1517,balanced,paid_search,0.0,0,,0,0,low_engagement
1518,balanced,paid_search,0.0,0,,0,0,low_engagement
1519,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1520,cautious,bank_partner,0.0,0,,0,0,low_engagement
1521,balanced,social,0.0,0,,0,0,low_engagement
1522,cautious,referral,0.0,0,,0,0,low_engagement
1524,cautious,paid_search,0.0,0,,0,0,low_engagement
1525,balanced,paid_search,0.0,0,,0,0,low_engagement
1526,balanced,social,0.0,0,,0,0,cash_rich_noninvestor
1527,cautious,referral,0.0,0,,0,0,low_engagement
1528,cautious,social,0.0,0,,0,0,low_engagement
1529,aggressive,referral,0.0,0,,0,0,low_engagement
1530,aggressive,social,0.0,0,,0,0,low_engagement
1531,balanced,bank_partner,0.0,0,,0,0,low_engagement
1532,balanced,paid_search,0.0,0,,0,0,low_engagement
1533,aggressive,organic,0.0,0,,0,0,cash_rich_noninvestor
1534,cautious,social,0.0,0,,0,0,low_engagement
1535,cautious,social,0.0,0,,0,0,cash_rich_noninvestor
1536,cautious,referral,0.0,0,,0,0,low_engagement
1537,balanced,referral,0.0,0,,0,0,low_engagement
1538,balanced,organic,0.0,0,,0,0,cash_rich_noninvestor
1539,aggressive,organic,0.0,0,,0,0,low_engagement
1540,cautious,referral,0.0,0,,0,0,low_engagement
1541,balanced,paid_search,0.0,0,,0,0,low_engagement
1542,cautious,social,0.0,0,,0,0,low_engagement
1543,balanced,social,0.0,0,,0,0,low_engagement
1544,balanced,paid_search,0.0,0,,0,0,low_engagement
1545,aggressive,paid_search,0.0,0,,0,0,low_engagement
1546,balanced,bank_partner,0.0,0,,0,0,low_engagement
1547,balanced,referral,0.0,0,,0,0,cash_rich_noninvestor
1548,cautious,social,0.0,0,,0,0,low_engagement
1549,aggressive,referral,0.0,0,,0,0,low_engagement
1550,cautious,paid_search,0.0,0,,0,0,low_engagement
1551,cautious,referral,0.0,0,,0,0,low_engagement
1552,cautious,referral,0.0,0,,0,0,low_engagement
1553,balanced,referral,0.0,0,,0,0,low_engagement
1554,cautious,paid_search,0.0,0,,0,0,low_engagement
1555,balanced,referral,0.0,0,,0,0,low_engagement
1556,balanced,social,0.0,0,,0,0,low_engagement
1557,aggressive,referral,0.0,0,,0,0,low_engagement
1558,balanced,paid_search,0.0,0,,0,0,low_engagement
1559,balanced,bank_partner,0.0,0,,0,0,low_engagement
1560,aggressive,paid_search,0.0,0,,0,0,low_engagement
1561,balanced,organic,0.0,0,,0,0,low_engagement
1562,aggressive,social,0.0,0,,0,0,low_engagement
1563,aggressive,bank_partner,0.0,0,,0,0,low_engagement
