user_id,registered_at,acquisition_channel,risk_profile,account_opened_at,first_buy_at,buy_count,last_visit_at,days_since_last_visit,lifecycle_stage
938,2024-08-01 00:00:00,paid_search,balanced,,,0,2024-09-15 08:00:00,196,dormant
939,2024-09-04 00:00:00,paid_search,cautious,,,0,2025-03-24 15:00:00,6,registered_only
940,2024-12-27 00:00:00,organic,balanced,2025-01-07 10:00:00,2025-01-24 14:00:00,2,2025-03-31 16:00:00,0,repeat_active
941,2024-05-19 00:00:00,referral,balanced,,,0,2024-05-29 17:00:00,305,dormant
942,2024-10-26 00:00:00,referral,cautious,,,0,2025-03-31 15:00:00,0,registered_only
943,2024-01-10 00:00:00,paid_search,cautious,,,0,2024-02-10 22:00:00,414,dormant
944,2024-11-28 00:00:00,organic,cautious,2024-12-20 10:00:00,,0,2025-03-31 17:00:00,0,opened_not_invested
945,2024-01-05 00:00:00,organic,cautious,,,0,2025-03-09 14:00:00,21,registered_only
946,2024-08-17 00:00:00,organic,cautious,,,0,2024-12-03 19:00:00,117,dormant
947,2024-11-05 00:00:00,organic,aggressive,,,0,2024-11-20 16:00:00,130,dormant
948,2024-11-21 00:00:00,bank_partner,aggressive,,,0,2024-12-29 07:00:00,91,dormant
949,2024-07-15 00:00:00,social,balanced,,,0,2024-08-16 13:00:00,226,dormant
950,2024-04-16 00:00:00,organic,balanced,,,0,2024-06-01 19:00:00,302,dormant
951,2024-08-02 00:00:00,organic,balanced,,,0,2024-12-19 18:00:00,101,dormant
952,2024-10-28 00:00:00,referral,balanced,2024-11-02 10:00:00,2024-11-05 14:00:00,2,2025-02-28 21:00:00,30,repeat_active
953,2024-06-13 00:00:00,organic,balanced,,,0,2025-02-28 13:00:00,30,registered_only
954,2024-08-27 00:00:00,organic,aggressive,,,0,2024-12-25 12:00:00,95,dormant
955,2024-10-07 00:00:00,organic,cautious,,,0,2024-10-25 14:00:00,156,dormant
956,2024-08-10 00:00:00,social,balanced,,,0,2025-02-15 21:00:00,43,registered_only
957,2024-10-31 00:00:00,referral,balanced,2024-11-16 10:00:00,2024-11-25 14:00:00,1,2025-03-31 19:00:00,0,first_invest_active
958,2024-05-30 00:00:00,paid_search,cautious,2024-06-05 10:00:00,2024-06-08 14:00:00,2,2024-12-11 13:00:00,109,dormant
959,2024-04-04 00:00:00,organic,cautious,2024-04-10 10:00:00,,0,2024-05-11 17:00:00,323,dormant
960,2024-04-10 00:00:00,social,balanced,,,0,2024-05-27 20:00:00,307,dormant
961,2024-12-11 00:00:00,social,balanced,,,0,2025-02-21 15:00:00,37,registered_only
962,2024-09-17 00:00:00,paid_search,balanced,,,0,2024-11-13 10:00:00,137,dormant
963,2024-06-03 00:00:00,paid_search,cautious,2024-06-11 10:00:00,,0,2025-03-27 10:00:00,3,opened_not_invested
964,2024-10-20 00:00:00,referral,balanced,,,0,2025-01-28 17:00:00,61,dormant
965,2024-04-30 00:00:00,social,balanced,,,0,2024-06-16 16:00:00,287,dormant
966,2024-03-20 00:00:00,social,cautious,,,0,2024-08-20 19:00:00,222,dormant
967,2024-11-24 00:00:00,social,balanced,,,0,2025-02-22 11:00:00,36,registered_only
968,2024-02-03 00:00:00,bank_partner,aggressive,2024-02-10 10:00:00,,0,2024-07-01 14:00:00,272,dormant
969,2024-08-04 00:00:00,organic,balanced,,,0,2025-01-17 11:00:00,72,dormant
970,2024-08-25 00:00:00,bank_partner,balanced,2024-08-27 10:00:00,,0,2024-09-18 20:00:00,193,dormant
971,2024-09-01 00:00:00,paid_search,balanced,,,0,2025-03-02 14:00:00,28,registered_only
972,2024-01-19 00:00:00,bank_partner,cautious,,,0,2024-05-11 21:00:00,323,dormant
973,2024-05-28 00:00:00,social,aggressive,,,0,,307,dormant
974,2024-09-19 00:00:00,organic,aggressive,,,0,2024-11-15 09:00:00,135,dormant
975,2024-02-23 00:00:00,social,cautious,,,0,2024-09-15 19:00:00,196,dormant
976,2024-08-29 00:00:00,paid_search,cautious,2024-09-05 10:00:00,,0,2025-02-06 19:00:00,52,opened_not_invested
977,2024-05-03 00:00:00,paid_search,cautious,,,0,2024-11-05 22:00:00,145,dormant
978,2024-03-13 00:00:00,paid_search,balanced,,,0,2024-04-30 15:00:00,334,dormant
979,2024-09-29 00:00:00,referral,cautious,,,0,,183,dormant
980,2024-11-15 00:00:00,paid_search,cautious,,,0,2025-03-10 13:00:00,20,registered_only
981,2024-02-05 00:00:00,paid_search,aggressive,2024-02-06 10:00:00,2024-02-10 14:00:00,4,2024-12-05 13:00:00,115,dormant
982,2024-08-09 00:00:00,organic,cautious,2024-08-14 10:00:00,,0,2025-03-17 18:00:00,13,opened_not_invested
983,2024-01-23 00:00:00,organic,balanced,2024-02-03 10:00:00,,0,2024-05-29 12:00:00,305,dormant
984,2024-06-03 00:00:00,organic,balanced,2024-06-07 10:00:00,,0,2024-12-09 11:00:00,111,dormant
985,2024-06-16 00:00:00,organic,aggressive,,,0,2024-07-21 18:00:00,252,dormant
986,2024-11-27 00:00:00,bank_partner,cautious,2024-11-30 10:00:00,,0,2025-03-02 12:00:00,28,opened_not_invested
987,2024-07-10 00:00:00,paid_search,cautious,2024-07-17 10:00:00,,0,2024-12-09 07:00:00,111,dormant
988,2024-05-03 00:00:00,organic,balanced,,,0,2024-05-27 16:00:00,307,dormant
989,2024-03-01 00:00:00,social,cautious,,,0,2024-05-05 08:00:00,329,dormant
990,2024-10-13 00:00:00,social,balanced,2024-10-15 10:00:00,2024-10-22 14:00:00,3,2025-03-31 12:00:00,0,repeat_active
991,2024-07-05 00:00:00,social,balanced,2024-07-10 10:00:00,,0,2025-02-12 13:00:00,46,opened_not_invested
992,2024-09-15 00:00:00,social,aggressive,,,0,2025-01-09 22:00:00,80,dormant
993,2024-05-11 00:00:00,referral,balanced,,,0,,324,dormant
994,2024-01-17 00:00:00,paid_search,cautious,,,0,2024-12-06 14:00:00,114,dormant
995,2024-05-15 00:00:00,paid_search,cautious,2024-05-21 10:00:00,,0,2024-08-01 16:00:00,241,dormant
996,2024-08-15 00:00:00,referral,aggressive,2024-08-21 10:00:00,,0,2024-11-20 20:00:00,130,dormant
997,2024-07-24 00:00:00,bank_partner,balanced,2024-08-01 10:00:00,,0,2024-09-27 11:00:00,184,dormant
998,2024-10-14 00:00:00,organic,cautious,2024-10-17 10:00:00,2024-10-23 14:00:00,4,2025-01-31 11:00:00,58,repeat_active
999,2024-02-21 00:00:00,paid_search,cautious,2024-02-26 10:00:00,2024-03-01 14:00:00,1,2025-03-22 14:00:00,8,first_invest_active
1000,2024-06-29 00:00:00,referral,aggressive,,,0,,275,dormant
1001,2024-12-02 00:00:00,bank_partner,cautious,2024-12-06 10:00:00,2024-12-17 14:00:00,2,2025-03-31 17:00:00,0,repeat_active
1002,2024-11-07 00:00:00,social,balanced,,,0,2024-12-17 18:00:00,103,dormant
1003,2024-04-03 00:00:00,organic,aggressive,,,0,2024-07-19 22:00:00,254,dormant
1004,2024-02-09 00:00:00,social,aggressive,,,0,2025-03-16 19:00:00,14,registered_only
1005,2024-01-31 00:00:00,organic,cautious,,,0,2025-01-22 15:00:00,67,dormant
1006,2024-10-09 00:00:00,social,cautious,2024-10-17 10:00:00,2024-10-25 14:00:00,1,2025-03-25 15:00:00,5,first_invest_active
1007,2024-05-03 00:00:00,organic,aggressive,2024-05-04 10:00:00,,0,2024-12-28 21:00:00,92,dormant
1008,2024-02-11 00:00:00,paid_search,aggressive,,,0,2024-06-26 16:00:00,277,dormant
1009,2024-06-15 00:00:00,bank_partner,cautious,,,0,2024-08-08 22:00:00,234,dormant
1010,2024-10-24 00:00:00,organic,cautious,2024-10-30 10:00:00,2024-11-09 14:00:00,2,2025-03-18 12:00:00,12,repeat_active
1011,2024-06-11 00:00:00,organic,cautious,,,0,2025-03-14 07:00:00,16,registered_only
1012,2024-10-16 00:00:00,social,cautious,2024-10-19 10:00:00,2024-10-24 14:00:00,4,2025-01-19 22:00:00,70,dormant
1013,2024-02-29 00:00:00,organic,aggressive,2024-03-02 10:00:00,,0,2024-08-16 14:00:00,226,dormant
1014,2024-09-18 00:00:00,bank_partner,aggressive,,,0,2024-10-15 10:00:00,166,dormant
1015,2024-09-08 00:00:00,social,cautious,,,0,2024-10-08 09:00:00,173,dormant
1016,2024-12-18 00:00:00,referral,cautious,2024-12-23 10:00:00,,0,2025-02-19 16:00:00,39,opened_not_invested
1017,2024-05-22 00:00:00,organic,balanced,,,0,2024-11-01 14:00:00,149,dormant
1018,2024-07-07 00:00:00,paid_search,balanced,,,0,2024-11-22 21:00:00,128,dormant
1019,2024-01-23 00:00:00,organic,balanced,,,0,2024-10-13 12:00:00,168,dormant
1020,2024-05-31 00:00:00,paid_search,aggressive,,,0,2024-09-11 17:00:00,200,dormant
1021,2024-12-21 00:00:00,organic,cautious,,,0,2025-03-04 14:00:00,26,registered_only
1022,2024-07-31 00:00:00,social,cautious,2024-08-02 10:00:00,2024-08-23 14:00:00,3,2025-01-30 10:00:00,59,repeat_active
1023,2024-11-16 00:00:00,bank_partner,balanced,2024-11-24 10:00:00,,0,2024-12-17 12:00:00,103,dormant
1024,2024-04-25 00:00:00,social,balanced,,,0,2024-07-30 07:00:00,243,dormant
1025,2024-08-12 00:00:00,social,cautious,,,0,2025-03-31 11:00:00,0,registered_only
1026,2024-11-07 00:00:00,bank_partner,cautious,2024-11-15 10:00:00,2024-11-23 14:00:00,2,2025-03-21 15:00:00,9,repeat_active
1027,2024-08-25 00:00:00,organic,balanced,,,0,2024-10-06 20:00:00,175,dormant
1028,2024-07-27 00:00:00,organic,balanced,2024-07-30 10:00:00,,0,2024-10-16 08:00:00,165,dormant
1029,2024-08-24 00:00:00,paid_search,balanced,,,0,2025-03-08 19:00:00,22,registered_only
1030,2024-02-08 00:00:00,social,balanced,,,0,2024-05-15 19:00:00,319,dormant
1031,2024-07-28 00:00:00,social,aggressive,,,0,,246,dormant
1032,2024-07-13 00:00:00,organic,balanced,,,0,2025-02-22 20:00:00,36,registered_only
1033,2024-01-26 00:00:00,referral,balanced,,,0,,430,dormant
1034,2024-01-27 00:00:00,referral,balanced,,,0,2024-04-25 19:00:00,339,dormant
1035,2024-10-09 00:00:00,paid_search,balanced,,,0,,173,dormant
1036,2024-07-26 00:00:00,paid_search,balanced,,,0,2024-12-25 10:00:00,95,dormant
1037,2024-05-05 00:00:00,bank_partner,cautious,,,0,,330,dormant
1038,2024-08-18 00:00:00,bank_partner,balanced,,,0,2024-08-31 16:00:00,211,dormant
1039,2024-08-20 00:00:00,paid_search,cautious,,,0,2024-09-28 20:00:00,183,dormant
1040,2024-10-11 00:00:00,social,balanced,,,0,2025-03-31 08:00:00,0,registered_only
1041,2024-07-30 00:00:00,organic,cautious,,,0,,244,dormant
1042,2024-10-14 00:00:00,social,aggressive,,,0,2025-03-28 08:00:00,2,registered_only
1043,2024-07-16 00:00:00,organic,cautious,2024-07-22 10:00:00,,0,2024-12-23 17:00:00,97,dormant
1044,2024-12-21 00:00:00,organic,aggressive,2024-12-25 10:00:00,,0,2025-03-31 14:00:00,0,opened_not_invested
1045,2024-02-20 00:00:00,bank_partner,cautious,2024-02-23 10:00:00,,0,2024-06-26 15:00:00,277,dormant
1046,2024-12-04 00:00:00,paid_search,balanced,,,0,2024-12-23 15:00:00,97,dormant
1047,2024-10-14 00:00:00,paid_search,balanced,,,0,2024-12-18 18:00:00,102,dormant
1048,2024-02-11 00:00:00,paid_search,balanced,,,0,2024-06-27 19:00:00,276,dormant
1049,2024-11-14 00:00:00,paid_search,balanced,2024-11-23 10:00:00,,0,2025-02-09 14:00:00,49,opened_not_invested
1050,2024-11-27 00:00:00,organic,balanced,,,0,2025-03-04 11:00:00,26,registered_only
1051,2024-11-22 00:00:00,social,cautious,,,0,2024-12-09 12:00:00,111,dormant
1052,2024-02-18 00:00:00,organic,balanced,,,0,2024-04-28 19:00:00,336,dormant
1053,2024-11-03 00:00:00,social,balanced,,,0,2024-12-16 11:00:00,104,dormant
1054,2024-04-13 00:00:00,organic,aggressive,,,0,2024-07-05 17:00:00,268,dormant
1055,2024-06-22 00:00:00,referral,cautious,2024-06-30 10:00:00,,0,2024-08-06 21:00:00,236,dormant
1056,2024-07-22 00:00:00,bank_partner,balanced,,,0,2024-08-21 12:00:00,221,dormant
1057,2024-03-03 00:00:00,referral,balanced,,,0,2024-03-20 14:00:00,375,dormant
1058,2024-03-04 00:00:00,paid_search,cautious,,,0,,392,dormant
1059,2024-07-13 00:00:00,bank_partner,cautious,2024-07-19 10:00:00,2024-07-30 14:00:00,1,2024-12-19 12:00:00,101,dormant
1060,2024-04-29 00:00:00,organic,cautious,2024-05-05 10:00:00,,0,2025-03-02 21:00:00,28,opened_not_invested
1061,2024-02-15 00:00:00,organic,cautious,,,0,2024-07-07 20:00:00,266,dormant
1062,2024-09-20 00:00:00,organic,cautious,2024-09-26 10:00:00,2024-10-04 14:00:00,2,2025-02-11 19:00:00,47,repeat_active
1063,2024-05-11 00:00:00,organic,cautious,,,0,2024-08-02 15:00:00,240,dormant
1064,2024-04-13 00:00:00,social,cautious,,,0,2024-05-31 14:00:00,303,dormant
1065,2024-01-05 00:00:00,bank_partner,aggressive,2024-01-08 10:00:00,,0,2024-06-01 09:00:00,302,dormant
1066,2024-09-26 00:00:00,bank_partner,balanced,,,0,2024-11-25 21:00:00,125,dormant
1067,2024-12-27 00:00:00,organic,cautious,,,0,2025-01-12 17:00:00,77,dormant
1068,2024-03-01 00:00:00,paid_search,cautious,,,0,2025-03-31 16:00:00,0,registered_only
1069,2024-05-14 00:00:00,referral,balanced,,,0,2024-08-30 22:00:00,212,dormant
1070,2024-01-18 00:00:00,organic,cautious,,,0,2025-01-31 15:00:00,58,registered_only
1071,2024-04-07 00:00:00,social,balanced,,,0,2024-04-24 09:00:00,340,dormant
1072,2024-05-26 00:00:00,bank_partner,aggressive,2024-06-02 10:00:00,2024-06-07 14:00:00,4,2024-10-16 22:00:00,165,dormant
1073,2024-05-01 00:00:00,organic,aggressive,,,0,2024-06-22 20:00:00,281,dormant
1074,2024-04-15 00:00:00,social,balanced,,,0,2024-10-18 11:00:00,163,dormant
1075,2024-03-01 00:00:00,bank_partner,cautious,2024-03-06 10:00:00,2024-03-13 14:00:00,1,2024-12-23 16:00:00,97,dormant
1076,2024-11-16 00:00:00,organic,cautious,,,0,2025-03-31 13:00:00,0,registered_only
1077,2024-07-01 00:00:00,paid_search,aggressive,,,0,2024-08-22 22:00:00,220,dormant
1078,2024-03-23 00:00:00,social,cautious,,,0,2024-10-22 12:00:00,159,dormant
1079,2024-07-11 00:00:00,bank_partner,cautious,2024-07-18 10:00:00,2024-07-31 14:00:00,2,2025-01-31 10:00:00,58,repeat_active
1080,2024-02-19 00:00:00,paid_search,cautious,,,0,2025-03-28 15:00:00,2,registered_only
1081,2024-08-16 00:00:00,organic,balanced,,,0,,227,dormant
1082,2024-08-28 00:00:00,organic,balanced,,,0,2025-01-05 16:00:00,84,dormant
1083,2024-10-16 00:00:00,organic,balanced,2024-10-24 10:00:00,2024-10-25 14:00:00,2,2025-03-11 21:00:00,19,repeat_active
1084,2024-05-02 00:00:00,paid_search,cautious,,,0,2025-02-15 11:00:00,43,registered_only
1085,2024-01-16 00:00:00,social,aggressive,,,0,2024-03-30 10:00:00,365,dormant
1086,2024-02-23 00:00:00,organic,cautious,,,0,,402,dormant
1087,2024-12-27 00:00:00,bank_partner,cautious,,,0,2025-02-13 15:00:00,45,registered_only
1088,2024-03-21 00:00:00,bank_partner,balanced,2024-04-15 10:00:00,2024-04-17 14:00:00,1,2024-05-21 15:00:00,313,dormant
1089,2024-09-04 00:00:00,paid_search,balanced,,,0,2024-10-10 18:00:00,171,dormant
1090,2024-11-20 00:00:00,social,balanced,,,0,2025-03-31 10:00:00,0,registered_only
1091,2024-06-05 00:00:00,paid_search,aggressive,2024-06-17 10:00:00,,0,2024-12-29 18:00:00,91,dormant
1092,2024-09-16 00:00:00,paid_search,aggressive,,,0,2025-03-31 13:00:00,0,registered_only
1093,2024-12-07 00:00:00,social,aggressive,,,0,2025-03-31 12:00:00,0,registered_only
1094,2024-10-01 00:00:00,bank_partner,balanced,2024-10-09 10:00:00,,0,2025-03-13 21:00:00,17,opened_not_invested
1095,2024-04-15 00:00:00,referral,cautious,,,0,2024-07-19 12:00:00,254,dormant
1096,2024-08-27 00:00:00,referral,balanced,,,0,2025-03-03 16:00:00,27,registered_only
1097,2024-04-25 00:00:00,organic,cautious,,,0,2024-11-14 07:00:00,136,dormant
1098,2024-03-15 00:00:00,organic,balanced,,,0,2024-06-02 17:00:00,301,dormant
1099,2024-06-20 00:00:00,organic,balanced,,,0,2025-03-08 20:00:00,22,registered_only
1100,2024-03-15 00:00:00,organic,cautious,,,0,2024-03-23 12:00:00,372,dormant
1101,2024-04-16 00:00:00,social,balanced,,,0,2024-10-04 11:00:00,177,dormant
1102,2024-08-11 00:00:00,paid_search,cautious,,,0,2024-12-05 15:00:00,115,dormant
1103,2024-01-19 00:00:00,bank_partner,cautious,,,0,2024-05-25 11:00:00,309,dormant
1104,2024-09-05 00:00:00,paid_search,cautious,,,0,2024-09-19 19:00:00,192,dormant
1105,2024-04-25 00:00:00,referral,balanced,2024-05-01 10:00:00,2024-05-11 14:00:00,2,2024-12-24 07:00:00,96,dormant
1106,2024-09-28 00:00:00,organic,balanced,,,0,2024-12-31 20:00:00,89,dormant
1107,2024-10-10 00:00:00,social,balanced,,,0,2025-03-01 18:00:00,29,registered_only
1108,2024-04-05 00:00:00,organic,balanced,2024-04-06 10:00:00,2024-04-21 14:00:00,1,2025-01-10 20:00:00,79,dormant
1109,2024-12-29 00:00:00,paid_search,balanced,2025-01-02 10:00:00,2025-01-15 14:00:00,2,2025-02-25 15:00:00,33,repeat_active
1110,2024-06-19 00:00:00,social,balanced,,,0,2024-07-23 16:00:00,250,dormant
1111,2024-05-02 00:00:00,referral,aggressive,2024-05-12 10:00:00,,0,2024-07-21 08:00:00,252,dormant
1112,2024-09-28 00:00:00,paid_search,cautious,,,0,2024-11-07 20:00:00,143,dormant
1113,2024-03-27 00:00:00,social,balanced,,,0,2024-10-20 22:00:00,161,dormant
1114,2024-06-27 00:00:00,organic,cautious,,,0,2024-10-05 20:00:00,176,dormant
1115,2024-10-01 00:00:00,referral,cautious,,,0,2025-03-03 07:00:00,27,registered_only
1116,2024-02-15 00:00:00,bank_partner,balanced,,,0,2024-03-30 09:00:00,365,dormant
1117,2024-08-28 00:00:00,social,balanced,2024-09-03 10:00:00,,0,2024-11-29 15:00:00,121,dormant
1118,2024-05-01 00:00:00,paid_search,balanced,2024-05-10 10:00:00,2024-05-23 14:00:00,3,2024-11-06 17:00:00,144,dormant
1119,2024-10-06 00:00:00,organic,aggressive,,,0,2024-10-11 15:00:00,170,dormant
1120,2024-09-17 00:00:00,organic,cautious,,,0,2024-09-25 11:00:00,186,dormant
1121,2024-05-07 00:00:00,paid_search,balanced,,,0,2024-07-13 14:00:00,260,dormant
1122,2024-12-13 00:00:00,paid_search,cautious,2024-12-19 10:00:00,,0,2025-03-22 11:00:00,8,opened_not_invested
1123,2024-12-22 00:00:00,organic,cautious,,,0,2025-03-31 22:00:00,0,registered_only
1124,2024-11-21 00:00:00,bank_partner,balanced,,,0,2025-01-07 07:00:00,82,dormant
1125,2024-01-20 00:00:00,organic,cautious,2024-01-25 10:00:00,2024-01-29 14:00:00,4,2025-01-18 19:00:00,71,dormant
1126,2024-03-16 00:00:00,referral,cautious,,,0,,380,dormant
1127,2024-02-20 00:00:00,social,cautious,2024-02-22 10:00:00,,0,2024-05-11 08:00:00,323,dormant
1128,2024-09-15 00:00:00,referral,balanced,2024-09-23 10:00:00,,0,2024-10-16 16:00:00,165,dormant
1129,2024-10-07 00:00:00,bank_partner,balanced,2024-10-12 10:00:00,2024-10-19 14:00:00,3,2025-01-29 11:00:00,60,dormant
1130,2024-03-03 00:00:00,organic,aggressive,,,0,2024-06-02 07:00:00,301,dormant
1131,2024-01-05 00:00:00,referral,aggressive,2024-01-13 10:00:00,,0,2024-03-20 14:00:00,375,dormant
1132,2024-03-16 00:00:00,paid_search,balanced,2024-03-30 10:00:00,,0,2024-12-17 22:00:00,103,dormant
1133,2024-07-14 00:00:00,social,cautious,2024-07-16 10:00:00,,0,2024-12-10 17:00:00,110,dormant
1134,2024-02-29 00:00:00,social,balanced,,,0,2024-04-01 20:00:00,363,dormant
1135,2024-07-08 00:00:00,organic,aggressive,2024-07-14 10:00:00,2024-07-30 14:00:00,2,2024-10-06 07:00:00,175,dormant
1136,2024-12-06 00:00:00,organic,cautious,,,0,2025-03-19 19:00:00,11,registered_only
1137,2024-11-28 00:00:00,social,aggressive,2024-12-12 10:00:00,2024-12-20 14:00:00,3,2025-03-31 07:00:00,0,repeat_active
1138,2024-11-23 00:00:00,organic,balanced,,,0,2024-11-24 12:00:00,126,dormant
1139,2024-12-21 00:00:00,social,aggressive,2024-12-26 10:00:00,,0,2025-03-03 21:00:00,27,opened_not_invested
1140,2024-12-28 00:00:00,organic,cautious,2025-01-07 10:00:00,,0,2025-03-11 14:00:00,19,opened_not_invested
1141,2024-01-14 00:00:00,paid_search,cautious,,,0,2024-11-18 08:00:00,132,dormant
1142,2024-03-09 00:00:00,paid_search,cautious,,,0,2024-03-19 15:00:00,376,dormant
1143,2024-06-04 00:00:00,social,cautious,2024-06-10 10:00:00,2024-06-17 14:00:00,2,2024-09-29 20:00:00,182,dormant
1144,2024-06-17 00:00:00,referral,balanced,,,0,2024-07-04 13:00:00,269,dormant
1145,2024-07-13 00:00:00,referral,balanced,,,0,2024-08-15 19:00:00,227,dormant
1146,2024-07-23 00:00:00,social,cautious,,,0,2024-09-30 07:00:00,181,dormant
1147,2024-10-09 00:00:00,social,balanced,,,0,2024-12-03 19:00:00,117,dormant
1148,2024-06-23 00:00:00,paid_search,balanced,2024-06-24 10:00:00,,0,2024-11-28 21:00:00,122,dormant
1149,2024-02-04 00:00:00,paid_search,aggressive,2024-02-10 10:00:00,,0,,421,dormant
1150,2024-03-23 00:00:00,paid_search,aggressive,2024-03-26 10:00:00,,0,2024-06-27 19:00:00,276,dormant
1151,2024-05-10 00:00:00,organic,balanced,,,0,2024-07-06 08:00:00,267,dormant
1152,2024-10-17 00:00:00,social,balanced,,,0,2025-02-12 11:00:00,46,registered_only
1153,2024-06-20 00:00:00,organic,balanced,,,0,2024-12-23 19:00:00,97,dormant
1154,2024-06-21 00:00:00,organic,balanced,,,0,2024-12-27 21:00:00,93,dormant
1155,2024-07-04 00:00:00,referral,cautious,,,0,2024-09-26 15:00:00,185,dormant
1156,2024-11-10 00:00:00,social,balanced,2024-11-12 10:00:00,2024-11-29 14:00:00,2,2025-03-24 16:00:00,6,repeat_active
1157,2024-09-24 00:00:00,organic,balanced,,,0,2024-12-28 10:00:00,92,dormant
1158,2024-07-19 00:00:00,organic,aggressive,2024-07-23 10:00:00,,0,2025-03-03 07:00:00,27,opened_not_invested
1159,2024-10-28 00:00:00,social,balanced,2024-10-31 10:00:00,,0,2025-03-05 16:00:00,25,opened_not_invested
1160,2024-10-25 00:00:00,paid_search,balanced,,,0,2025-01-21 10:00:00,68,dormant
1161,2024-04-04 00:00:00,organic,balanced,,,0,2024-07-03 22:00:00,270,dormant
1162,2024-12-08 00:00:00,bank_partner,cautious,2024-12-20 10:00:00,,0,2025-03-24 19:00:00,6,opened_not_invested
1163,2024-10-23 00:00:00,bank_partner,cautious,,,0,2025-03-10 08:00:00,20,registered_only
1164,2024-02-24 00:00:00,bank_partner,cautious,2024-02-28 10:00:00,2024-03-07 14:00:00,3,2024-08-19 20:00:00,223,dormant
1165,2024-11-02 00:00:00,referral,balanced,,,0,2025-03-30 20:00:00,0,registered_only
1166,2024-02-09 00:00:00,paid_search,balanced,,,0,2024-08-23 14:00:00,219,dormant
1167,2024-05-03 00:00:00,social,cautious,,,0,2024-07-06 19:00:00,267,dormant
1168,2024-08-27 00:00:00,organic,cautious,,,0,2024-10-08 15:00:00,173,dormant
1169,2024-02-19 00:00:00,social,cautious,,,0,2024-04-05 13:00:00,359,dormant
1170,2024-03-04 00:00:00,referral,cautious,,,0,2024-03-14 17:00:00,381,dormant
1171,2024-12-29 00:00:00,bank_partner,aggressive,2025-01-09 10:00:00,,0,2025-03-27 20:00:00,3,opened_not_invested
1172,2024-02-20 00:00:00,referral,cautious,,,0,2025-03-16 21:00:00,14,registered_only
1173,2024-03-29 00:00:00,referral,aggressive,,,0,2024-06-02 14:00:00,301,dormant
1174,2024-11-02 00:00:00,organic,cautious,2024-11-05 10:00:00,2024-11-19 14:00:00,3,2025-03-21 20:00:00,9,repeat_active
1175,2024-10-12 00:00:00,social,balanced,2024-10-16 10:00:00,2024-10-26 14:00:00,2,2025-03-31 16:00:00,0,repeat_active
1176,2024-10-11 00:00:00,social,cautious,2024-10-25 10:00:00,2024-10-30 14:00:00,1,2025-02-09 19:00:00,49,first_invest_active
1177,2024-08-11 00:00:00,social,balanced,,,0,2024-09-21 12:00:00,190,dormant
1178,2024-10-24 00:00:00,organic,cautious,,,0,2025-01-18 19:00:00,71,dormant
1179,2024-11-21 00:00:00,bank_partner,aggressive,2024-11-27 10:00:00,,0,2024-12-24 19:00:00,96,dormant
1180,2024-04-06 00:00:00,organic,balanced,,,0,2024-05-13 11:00:00,321,dormant
1181,2024-01-08 00:00:00,organic,cautious,,,0,2024-01-10 13:00:00,445,dormant
1182,2024-07-18 00:00:00,referral,cautious,,,0,2025-02-08 10:00:00,50,registered_only
1183,2024-04-03 00:00:00,organic,balanced,,,0,2024-05-29 18:00:00,305,dormant
1184,2024-03-13 00:00:00,paid_search,cautious,,,0,2024-05-25 20:00:00,309,dormant
1185,2024-03-07 00:00:00,referral,balanced,,,0,2024-06-28 22:00:00,275,dormant
1186,2024-10-15 00:00:00,organic,balanced,2024-10-17 10:00:00,,0,2024-12-21 17:00:00,99,dormant
1187,2024-10-13 00:00:00,organic,cautious,,,0,2024-12-01 11:00:00,119,dormant
1188,2024-08-23 00:00:00,social,balanced,,,0,2025-01-05 19:00:00,84,dormant
1189,2024-10-01 00:00:00,paid_search,aggressive,2024-10-06 10:00:00,2024-10-17 14:00:00,4,2025-01-08 07:00:00,81,dormant
1190,2024-09-29 00:00:00,paid_search,cautious,,,0,2024-11-26 10:00:00,124,dormant
1191,2024-05-08 00:00:00,social,cautious,,,0,2024-07-06 10:00:00,267,dormant
1192,2024-07-05 00:00:00,referral,aggressive,2024-07-14 10:00:00,,0,2025-01-13 19:00:00,76,dormant
1193,2024-03-20 00:00:00,referral,balanced,2024-03-29 10:00:00,2024-04-14 14:00:00,3,2025-03-20 12:00:00,10,repeat_active
1194,2024-04-17 00:00:00,social,cautious,2024-04-22 10:00:00,,0,2024-09-13 14:00:00,198,dormant
1195,2024-03-28 00:00:00,bank_partner,balanced,,,0,2024-10-18 09:00:00,163,dormant
1196,2024-10-07 00:00:00,paid_search,balanced,,,0,,175,dormant
1197,2024-02-03 00:00:00,paid_search,aggressive,,,0,2024-04-14 07:00:00,350,dormant
1198,2024-01-17 00:00:00,paid_search,balanced,,,0,2024-03-18 21:00:00,377,dormant
1199,2024-12-03 00:00:00,bank_partner,cautious,,,0,2025-01-16 15:00:00,73,dormant
1200,2024-04-17 00:00:00,paid_search,aggressive,2024-04-20 10:00:00,,0,2024-12-28 17:00:00,92,dormant
1201,2024-05-01 00:00:00,organic,balanced,2024-05-07 10:00:00,,0,2024-08-19 17:00:00,223,dormant
1202,2024-02-22 00:00:00,bank_partner,aggressive,,,0,2024-05-29 11:00:00,305,dormant
1203,2024-12-11 00:00:00,bank_partner,balanced,,,0,2025-02-20 09:00:00,38,registered_only
1204,2024-10-04 00:00:00,paid_search,balanced,,,0,2025-01-03 17:00:00,86,dormant
